"says","say","říkají","říkat","impf"," some says gal, some says girl – both 's right, like enough."," Někteří říkají holka a jiní děvče, ale myslím, že to vyjde na stejno."
"thought","think","myslel","myslet","impf"," So thought every harassed, hampered, respectable boy in St. Petersburg."," Tak myslel jeden každý ze sužovaných, sekýrovaných, slušných chlapců městečka Saint Petersburgu."
"said","say","říkal","říkat","impf"," "" Yes you did, Sid, "" said Mary."," "" Ba jo, Side, říkal jsi, "" přisvědčila Mary."
"let","let","nechte","nechat","pf"," "" Shut your heads and let Tom go on!"," "" Buďte zticha a nechte mluvit Toma!"
"say","say","řekl","říci","pf"," What did he say, Tom? """," Co řekl, Tome? """
"said","say","Řekl","říci","pf"," "" He said – I THINK he said he hoped I was better off where I was gone to, but if I 'd been better sometimes – """," "" Řekl ... myslím, že řekl, že mi je líp tam, kde jsem, ale kdybych se aspoň někdy choval slušněji. """
"said","say","Řekl","říci","pf"," "" He said – I THINK he said he hoped I was better off where I was gone to, but if I 'd been better sometimes – """," "" Řekl ... myslím, že řekl, že mi je líp tam, kde jsem, ale kdybych se aspoň někdy choval slušněji. """
"said","say","řekl","říci","pf"," "" He said – I THINK he said he hoped I was better off where I was gone to, but if I 'd been better sometimes – """," "" Řekl ... myslím, že řekl, že mi je líp tam, kde jsem, ale kdybych se aspoň někdy choval slušněji. """
"said","say","řekl","říci","pf"," "" He said – I THINK he said he hoped I was better off where I was gone to, but if I 'd been better sometimes – """," "" Řekl ... myslím, že řekl, že mi je líp tam, kde jsem, ale kdybych se aspoň někdy choval slušněji. """
"hear","hear","Slyšíš","slyšet","impf"," "" THERE, d'you hear that!"," "" Slyšíš?"
"moving","move","hnuli","hnout","pf"," Nearly time for us to be moving, pard."," Je čas, abychom se hnuli, kamaráde."
"do","do","uděláme","udělat","pf"," What 'll we do with what little swag we 've got left? """," Co uděláme s tím zbytkem lupu, co nám ještě zbyl? """
"take","take","brát","brát","impf"," No use to take it away till we start south."," Nemá smysl brát to s sebou, dokud nevyrazíme na jih."
"start","start","nevyrazíme","vyrazit","pf"," No use to take it away till we start south."," Nemá smysl brát to s sebou, dokud nevyrazíme na jih."
"lost","lose","ztraceno","ztratit","pf"," Heavens, was everything lost!"," Nebesa - copak je všechno ztraceno?"
"spring","spring","vyskočit","vyskočit","pf"," He was about to spring with winged feet, when a man cleared his throat not four feet from him!"," Už chtěl vyskočit a rozběhnout se, když si snad jen metr od něho někdo odkašlal!"
"swallowed","swallow","spolkl","spolknout","pf"," Huck 's heart shot into his throat, but he swallowed it again;"," Srdce Huckovi vyskočilo do hrdla, ale zase je spolkl."
"ordered","order","Objednala","objednat","pf"," She ordered a lot at once."," Objednala si okamžitě větší množství najednou."
"tasted","taste","Ochutnala","ochutnat","pf"," She tasted it and was filled with gratitude."," Ochutnala ho a rozplývala se štěstím."
"dropped","drop","upustila","upustit","pf"," She dropped the water treatment and everything else, and pinned her faith to Pain-killer."," Rázem upustila od vodoléčby a od všeho ostatního a upnula víru v Univerzální bolehoj."
"gave","give","Dala","dát","pf"," She gave Tom a teaspoonful and watched with the deepest anxiety for the result."," Dala Tomovi čajovou lžičku a s úzkostlivým napětím pozorovala výsledek."
"watched","watch","pozorovala","pozorovat","impf"," She gave Tom a teaspoonful and watched with the deepest anxiety for the result."," Dala Tomovi čajovou lžičku a s úzkostlivým napětím pozorovala výsledek."
"shown","show","jevit","jevit","impf"," The boy could not have shown a wilder, heartier interest, if she had built a fire under him."," Chlapec by nemohl reagovat prudčeji a nemohl by jevit srdečnější zájem, ani kdyby pod ním rozdělala oheň."
"act","act","dělají","dělat","impf"," cats always act so when they 're having a good time. """," Ale tohle kočky dělají vždycky, když je jim dobře. """
"believe","believe","myslím","myslet","impf"," That is, I believe they do. """," Totiž, myslím, že to dělají vždycky. """
"do","do","dělají","dělat","impf"," That is, I believe they do. """," Totiž, myslím, že to dělají vždycky. """
"came","come","přijel","přijet","pf"," A circus came."," Pak přijel cirkus."
"rose","rise","vstal","vstát","pf"," Every eye fastened itself with wondering interest upon Tom as he rose and took his place upon the stand."," Všechny zraky nechápavě utkvěly na Tomovi, když vstal a zaujal místo na stanovišti svědků."
"took","take","zaujal","zaujmout","pf"," Every eye fastened itself with wondering interest upon Tom as he rose and took his place upon the stand."," Všechny zraky nechápavě utkvěly na Tomovi, když vstal a zaujal místo na stanovišti svědků."
"failed","fail","selhal","selhat","pf"," Tom glanced at Injun Joe 's iron face and his tongue failed him."," Tom se podíval na nehybnou tvář Indiána Joea a jazyk mu selhal."
"listened","listen","naslouchalo","naslouchat","impf"," The audience listened breathless, but the words refused to come."," Obecenstvo naslouchalo se zatajeným dechem, ale Tom ze sebe nemohl vypravit slovo."
"light","light","zapálíme","zapálit","pf"," And then you 'll out with the pipes, and we 'll light up just as ca 'm, and then just see ' em look! """," A pak vytáhneš dýmky a klidně si je zapálíme jakoby nic a budeme se dívat, jak budou kluci koukat! """
"see","see","dívat","dívat","impf"," And then you 'll out with the pipes, and we 'll light up just as ca 'm, and then just see ' em look! """," A pak vytáhneš dýmky a klidně si je zapálíme jakoby nic a budeme se dívat, jak budou kluci koukat! """
"see","see","koukat","koukat","impf"," And then you 'll out with the pipes, and we 'll light up just as ca 'm, and then just see ' em look! """," A pak vytáhneš dýmky a klidně si je zapálíme jakoby nic a budeme se dívat, jak budou kluci koukat! """
"tell","tell","řekneme","říci","pf"," And when we tell ' em we learned when we was off pirating, wo n't they wish they 'd been along? """," A potom jim řekneme, že jsme se to naučili, když jsme byli pryč jako piráti, a kluci budou litovat, že nebyli s námi. """
"learned","learn","naučili","naučit","pf"," And when we tell ' em we learned when we was off pirating, wo n't they wish they 'd been along? """," A potom jim řekneme, že jsme se to naučili, když jsme byli pryč jako piráti, a kluci budou litovat, že nebyli s námi. """
"put","put","položil","položit","pf"," Injun Joe put his hand on his knife, halted a moment, undecided, and then turned toward the stairway."," Joe položil ruku na svůj tesák, chvíli nerozhodně postál a pak se obrátil ke schodům."
"turned","turn","obrátil","obrátit","pf"," Injun Joe put his hand on his knife, halted a moment, undecided, and then turned toward the stairway."," Joe položil ruku na svůj tesák, chvíli nerozhodně postál a pak se obrátil ke schodům."
"thought","think","vzpomněli","vzpomenout","pf"," The boys thought of the closet, but their strength was gone."," Hoši si vzpomněli na kumbálek, ale byli strachy ochrnutí."
"see","see","viděl","vidět","impf"," "" Say, Tom, did you see that box? """," "" A Tome, viděl jsi tu bedničku? """
"see","see","Neviděl","vidět","impf"," I did n't see the box, I did n't see the cross."," Neviděl jsem bedničku a neviděl jsem kříž."
"see","see","Neviděl","vidět","impf"," I did n't see the box, I did n't see the cross."," Neviděl jsem bedničku a neviděl jsem kříž."
"see","see","neviděl","vidět","impf"," I did n't see the box, I did n't see the cross."," Neviděl jsem bedničku a neviděl jsem kříž."
"see","see","neviděl","vidět","impf"," I did n't see the box, I did n't see the cross."," Neviděl jsem bedničku a neviděl jsem kříž."
"see","see","Neviděl","vidět","impf"," I did n't see anything but a bottle and a tin cup on the floor by Injun Joe;"," Neviděl jsem nic než láhev a plechovou odlivku na podlaze vedle Indiána Joea."
"saw","see","viděl","vidět","impf"," yes, I saw two barrels and lots more bottles in the room."," Jo, a ještě jsem ve světnici viděl dva sudy a hromadu dalších lahví."
"Keep","keep","Nech","nechat","pf"," "" Keep your opinion to yourself!"," "" Nech si své názory pro sebe!"
"kill","kill","zabiju","zabít","pf"," If you flinch, I 'll kill you."," A jestli ucukneš, zabiju tě!"
"understand","understand","Rozuměls","rozumět","impf"," Do you understand that?"," Rozuměls?"
"stood","stand","měl","mít","impf"," and lots of times he 's kind of stood by me when I was out of luck. """," A mockrát stál při mně, kdy jsem měl smůlu. """
"mended","mend","spravoval","spravovat","impf"," "" Well, he 's mended kites for me, Huck, and knitted hooks on to my line."," "" A mně spravoval draky, Hucku, a přidělával mi háčky k udicím."
"get","get","dostat","dostat","pf"," I wish we could get him out of there. """," Kdybychom ho tak mohli dostat z vězení! """
"tell","tell","prozradit","prozradit","pf"," He had a secret which he was not ready to tell, yet, but if this mutinous depression was not broken up soon, he would have to bring it out."," Měl tajemství, které zatím nechtěl prozradit, ale pokud se mu nepodaří zdolat tuto povstaleckou sklíčenost, nezbude mu, než se s ním vytasit."
"broken","break","prozradit","prozradit","pf"," He had a secret which he was not ready to tell, yet, but if this mutinous depression was not broken up soon, he would have to bring it out."," Měl tajemství, které zatím nechtěl prozradit, ale pokud se mu nepodaří zdolat tuto povstaleckou sklíčenost, nezbude mu, než se s ním vytasit."
"hid","hide","ukryli","ukrýt","pf"," They 've hid treasures here somewhere."," Určitě někde ukryli poklad."
"brought","bring","nosil","nosit","impf"," then in the spelling class, and got "" turned down, "" by a succession of mere baby words, till he brought up at the foot and yielded up the pewter medal which he had worn with ostentation for months."," A při pravopise nadělal tolik hrubek, že by se za ně musel stydět i žák první třídy, až ho pan učitel posadil a vzal mu cínovou medaili, kterou Tom s velkou důležitostí mnoho měsíců nosil."
"worn","wear","nosil","nosit","impf"," then in the spelling class, and got "" turned down, "" by a succession of mere baby words, till he brought up at the foot and yielded up the pewter medal which he had worn with ostentation for months."," A při pravopise nadělal tolik hrubek, že by se za ně musel stydět i žák první třídy, až ho pan učitel posadil a vzal mu cínovou medaili, kterou Tom s velkou důležitostí mnoho měsíců nosil."
"tried","try","snažil","snažit","impf"," THE harder Tom tried to fasten his mind on his book, the more his ideas wandered."," ČÍM VÍC SE TOM snažil soustředit pozornost na učení, tím více se jeho myšlenky rozutíkávaly a toulaly."
"fasten","fasten","soustředit","soustředit","pf"," THE harder Tom tried to fasten his mind on his book, the more his ideas wandered."," ČÍM VÍC SE TOM snažil soustředit pozornost na učení, tím více se jeho myšlenky rozutíkávaly a toulaly."
