"draw","draw","nenakreslí","nakreslit","pf"," All right - on House-Tree-Person, look for someone who did n't draw the female figure first."," V testu lidské postavy hledejte toho, který nenakreslí jako první postavu svého rodokmenu ženu."
"apply","apply","žádají","žádat","impf"," Surgical addicts apply every place surgery 's performed."," Ti, co si chtějí chirurgicky nechat změnit pohlaví, žádají všude, kde se podobné zákroky provádějí."
"performed","perform","provádějí","provádět","impf"," Surgical addicts apply every place surgery 's performed."," Ti, co si chtějí chirurgicky nechat změnit pohlaví, žádají všude, kde se podobné zákroky provádějí."
"think","think","myslíte","myslet","impf"," You think nuts do n't apply to the FBI?"," Co myslíte, do FBI se taky hlásí blbečci."
"do","do","dělají","dělat","impf"," I do n't know what the clinics are doing, I keep thinking I should 've gone after the records in court."," Nevím, co dělají teď kliniky, pořád si myslím, že jsem to asi měl vzít přes prokurátora."
"doing","do","dělají","dělat","impf"," I do n't know what the clinics are doing, I keep thinking I should 've gone after the records in court."," Nevím, co dělají teď kliniky, pořád si myslím, že jsem to asi měl vzít přes prokurátora."
"gone","go","dělají","dělat","impf"," I do n't know what the clinics are doing, I keep thinking I should 've gone after the records in court."," Nevím, co dělají teď kliniky, pořád si myslím, že jsem to asi měl vzít přes prokurátora."
"thinking","think","myslím","myslet","impf"," I do n't know what the clinics are doing, I keep thinking I should 've gone after the records in court."," Nevím, co dělají teď kliniky, pořád si myslím, že jsem to asi měl vzít přes prokurátora."
"keep","keep","měl","mít","impf"," I do n't know what the clinics are doing, I keep thinking I should 've gone after the records in court."," Nevím, co dělají teď kliniky, pořád si myslím, že jsem to asi měl vzít přes prokurátora."
"thinking","think","měl","mít","impf"," I do n't know what the clinics are doing, I keep thinking I should 've gone after the records in court."," Nevím, co dělají teď kliniky, pořád si myslím, že jsem to asi měl vzít přes prokurátora."
"do","do","vzít","vzít","pf"," I do n't know what the clinics are doing, I keep thinking I should 've gone after the records in court."," Nevím, co dělají teď kliniky, pořád si myslím, že jsem to asi měl vzít přes prokurátora."
"doing","do","vzít","vzít","pf"," I do n't know what the clinics are doing, I keep thinking I should 've gone after the records in court."," Nevím, co dělají teď kliniky, pořád si myslím, že jsem to asi měl vzít přes prokurátora."
"Say","say","pověz","povědět","pf"," "" Say, Jack ... you got some people outside that know what Lecter looks like, right? """," "" Jacku, pověz, máš venku nějaký lidi, kteří vědí, jak Lecter vypadá, jo? """
"said","say","odpověděl","odpovědět","pf"," "" Maybe not for long, "" Crawford said."," "" Možná, ale ne nadlouho, "" odpověděl Crawford."
"left","leave","odešel","odejít","pf"," What Ardelia Mapp said to the young man made his face turn white, and he left his breakfast uneaten on the table."," Ardelia Mappová mu na to něco odsekla, načež úplně zbledl a odešel od snídaně, aniž by cokoli ochutnal."
"found","find","nacházela","nacházet","impf"," Now Starling found herself in a curious state in which she could not be surprised."," Starlingová se teď nacházela v zajímavé situaci, která ji ale zas až tak moc nepřekvapovala."
"surprised","surprise","nepřekvapovala","překvapovat","impf"," Now Starling found herself in a curious state in which she could not be surprised."," Starlingová se teď nacházela v zajímavé situaci, která ji ale zas až tak moc nepřekvapovala."
"defend","defend","bránit","bránit","impf"," She intended to defend herself, if she got the chance."," Měla v úmyslu se bránit, jen kdyby k tomu dostala příležitost."
"got","get","dostala","dostat","pf"," She intended to defend herself, if she got the chance."," Měla v úmyslu se bránit, jen kdyby k tomu dostala příležitost."
"appeared","appear","objevila","objevit","pf"," The tip of his tongue appeared, with his lips equally red."," Mezi jeho rudými rty se objevila špička jazyka."
"touched","touch","Dotkla","dotknout","pf"," It touched his upper lip in the exact center and went back in again."," Dotkla se horního rtu přesně uprostřed a zase zajela do úst."
"heard","hear","Zaslechla","zaslechnout","pf"," She heard the slight metallic rasp beneath his voice and wondered how long it had been since last he spoke."," Zaslechla jemný kovový nádech jeho hlasu a zajímalo ji, kdy vůbec promluvil naposled."
"spoke","speak","promluvil","promluvit","pf"," She heard the slight metallic rasp beneath his voice and wondered how long it had been since last he spoke."," Zaslechla jemný kovový nádech jeho hlasu a zajímalo ji, kdy vůbec promluvil naposled."
"said","say","řekl","říci","pf"," "" You 're up late for a school night, "" he said."," "" Na školačku dost ponocujete, "" řekl."
"said","say","řekla","říci","pf"," "" This is night school, "" she said, wishing her voice were stronger."," "" To je večerní škola, "" řekla a chtěla, aby její hlas zněl silněji."
"wishing","wish","chtěla","chtít","impf"," "" This is night school, "" she said, wishing her voice were stronger."," "" To je večerní škola, "" řekla a chtěla, aby její hlas zněl silněji."
"sent","send","poslal","poslat","pf"," Next Crawford sent pictures of the victim 's teeth and photos of her face, the head draped by Starling with a towel in the event the supermarket press got hold of the photographs."," Potom poslal Crawford snímky zubů oběti, fotografie obličeje a hlavy pokryté ručníkem pro případ, kdyby se fotografií zmocnily některé podřadnější plátky."
"got","get","poslal","poslat","pf"," Next Crawford sent pictures of the victim 's teeth and photos of her face, the head draped by Starling with a towel in the event the supermarket press got hold of the photographs."," Potom poslal Crawford snímky zubů oběti, fotografie obličeje a hlavy pokryté ručníkem pro případ, kdyby se fotografií zmocnily některé podřadnější plátky."
"leaving","leave","odjížděli","odjíždět","impf"," Three officers of the West Virginia State Police Criminal Investigation Section arrived from Charleston as they were leaving."," Když odjížděli, dorazili na místo tři muži z kriminálního oddělení v Charlestonu ze Západní Virginie."
"arrived","arrive","dorazili","dorazit","pf"," Three officers of the West Virginia State Police Criminal Investigation Section arrived from Charleston as they were leaving."," Když odjížděli, dorazili na místo tři muži z kriminálního oddělení v Charlestonu ze Západní Virginie."
"holding","hold","podržel","podržet","pf"," Crawford changed her into her favorite, her best bed gown and sat for a while beside the high bed, holding her hand against his cheek."," Potom ji převlékl do její nejlepší a nejoblíbenější noční košile, chvíli vedle ní na vysoké posteli poseděl a podržel si její ruku u své tváře."
"came","come","přicházela","přicházet","impf"," When she came in from the garden, her hands smelled like thyme."," Když přicházela ze zahrady do domu, vždycky jí ruce voněly tymiánem."
"smelled","smell","voněly","vonět","impf"," When she came in from the garden, her hands smelled like thyme."," Když přicházela ze zahrady do domu, vždycky jí ruce voněly tymiánem."
"Think","think","máš","mít","impf"," ( Think about it like egg white on your fingers, the girls at school had counseled Bella about sex."," ( Mysli si, že to, co máš na prstech, je bílek, poučovaly Bellu spolužačky o sexu."
"moved","move","Přesunuli","přesunout","pf"," They had moved into the funeral home 's dim back corridor, where a Coke machine hummed and random odd objects stood against the wall - a treadle sewing machine, a tricycle, and a roll of artificial grass, a striped canvas awning wrapped around its poles."," Přesunuli se do zadní tmavé chodby pohřebního ústavu, kde hučel automat na coca - colu a nahodile tu postávaly podivné předměty : šlapací šicí stroj, tříkolka, role skelné vaty obalená na obou koncích pruhem plátna."
"said","say","řekl","říci","pf"," "" I appreciate your letting us know so fast, Sheriff, "" Crawford said."," "" Vážím si toho, že jste nám dal vědět tak rychle, "" řekl Crawford."
"Give","give","Dejte","dát","pf"," Give them that much; and then we 'll go on. """," Dejte jim to a budeme pokračovat. """
"go","go","pokračovat","pokračovat","impf"," Give them that much; and then we 'll go on. """," Dejte jim to a budeme pokračovat. """
"saw","see","Viděl","vidět","impf"," "" I only saw him once."," "" Viděl jsem ho jen jednou."
"came","come","nepřišel","přijít","pf"," He made another appointment, but he never came again. """," Smluvil si ještě jednu schůzku, ale už nikdy nepřišel. """
"think","think","myslíte","myslet","impf"," "" Why do you think he 's Buffalo Bill? """," "" Proč si myslíte, že je to Buffalo Bill? """
"coming","come","chodí","chodit","impf"," "" Have n't you ever had people coming over and no time to shop?"," "" Vám se ještě nikdy nestalo, že k vám pořád někdo chodí a vy nemáte ani čas jít nakoupit?"
"coming","come","jít","jít","impf"," "" Have n't you ever had people coming over and no time to shop?"," "" Vám se ještě nikdy nestalo, že k vám pořád někdo chodí a vy nemáte ani čas jít nakoupit?"
"shop","shop","nakoupit","nakoupit","pf"," "" Have n't you ever had people coming over and no time to shop?"," "" Vám se ještě nikdy nestalo, že k vám pořád někdo chodí a vy nemáte ani čas jít nakoupit?"
"call","call","říkat","říkat","impf"," May I call you Clarice? """," Můžu vám říkat Clarice? """
"call","call","říkat","říkat","impf"," I think I 'll just call you- """," Já vám nejspíš budu říkat ... """
"said","say","řekl","říci","pf"," "" Dr. Lecter - that seems most appropriate to your age and station, "" he said."," "" Doktore Lectere - to je patrně nejvhodnější vzhledem k vašemu věku a postavení, "" řekl."
"feel","feel","cítila","cítit","impf"," "" How did you feel when you went into the garage? """," "" Co jste cítila, když jste šla do té garáže? """
"did","do","šla","jít","impf"," "" How did you feel when you went into the garage? """," "" Co jste cítila, když jste šla do té garáže? """
"went","go","šla","jít","impf"," "" How did you feel when you went into the garage? """," "" Co jste cítila, když jste šla do té garáže? """
"show","show","ukážu","ukázat","pf"," "" First let me show you a moth like the one you brought in Monday."," "" Napřed vám ukážu můru, která vypadá jako ta, co jste přinesla v pondělí."
"brought","bring","přinesla","přinést","pf"," "" First let me show you a moth like the one you brought in Monday."," "" Napřed vám ukážu můru, která vypadá jako ta, co jste přinesla v pondělí."
"say","say","říct","říci","pf"," Can you stand to say I 'm evil?"," Můžete říct, že jsem zlý?"
"think","think","Myslím","myslet","impf"," "" I think you 've been destructive."," "" Myslím, že jste destruktivní."
"traded","trade","vymění","vyměnit","pf"," Then the doctor traded the equipment for his breakfast."," Potom doktor vymění celou výstroj za snídani."
