"call","call","říká","říkat","impf"," At the moment she 's in my apartment in the neighborhood they call Little Berlin."," Je momentálně v mém bytě ve čtvrti, které se tu říká Malý Berlín."
"held","hold","Držel","držet","impf"," He held her and wished it would never end."," Držel a přál si, aby to neskončilo."
"wished","wish","přál","přát","impf"," He held her and wished it would never end."," Držel a přál si, aby to neskončilo."
"end","end","neskončilo","skončit","pf"," He held her and wished it would never end."," Držel a přál si, aby to neskončilo."
"gave","give","poskytl","poskytnout","pf"," The Czech deferred to him, and in his fatigue Buback made a further slip when, quite irregularly, he gave his home address."," Ten mu opět poskytl přednost a Buback si mohl vyčítat další chybu z únavy, když zcela proti pravidlům uvedl soukromou adresu."
"gave","give","uvedl","uvést","pf"," The Czech deferred to him, and in his fatigue Buback made a further slip when, quite irregularly, he gave his home address."," Ten mu opět poskytl přednost a Buback si mohl vyčítat další chybu z únavy, když zcela proti pravidlům uvedl soukromou adresu."
"realized","realize","uvědomil","uvědomit","pf"," If it became necessary, he was sure he could ... aha, he realized, but there 's no reason to hurry, and nowhere to go."," Jistě by ho poslechly, kdyby to bylo nutné ... aha, uvědomil si, vždyť není proč a kam spěchat."
"hurry","hurry","spěchat","spěchat","impf"," If it became necessary, he was sure he could ... aha, he realized, but there 's no reason to hurry, and nowhere to go."," Jistě by ho poslechly, kdyby to bylo nutné ... aha, uvědomil si, vždyť není proč a kam spěchat."
"said","say","Řekla","říci","pf"," She had said HERSELF that she lived by HERSELF!"," Řekla mu přece SAMA, že tu dosud bydlí SAMA!"
"lived","live","bydlí","bydlet","impf"," She had said HERSELF that she lived by HERSELF!"," Řekla mu přece SAMA, že tu dosud bydlí SAMA!"
"returned","return","vraceli","vracet","impf"," Then, as if swimming up from the chilly depths, she heard the voices of the first birds as they returned after winter to the treetops and transformed the cemetery into a park."," Pak, jako by vyplouvala z mrazivé hlubiny, zavnímala hlasy prvních ptáků, kteří se vraceli po zimě do korun zdejších stromů a proměňovali hřbitov v park."
"transformed","transform","proměňovali","proměňovat","impf"," Then, as if swimming up from the chilly depths, she heard the voices of the first birds as they returned after winter to the treetops and transformed the cemetery into a park."," Pak, jako by vyplouvala z mrazivé hlubiny, zavnímala hlasy prvních ptáků, kteří se vraceli po zimě do korun zdejších stromů a proměňovali hřbitov v park."
"felt","feel","Ucítila","ucítit","pf"," In the breeze she felt a hint of spring scents and her misgivings seemed senselessly cold."," Ucítila ve vánku předzvěst jarních vůní a předchozí nápad se jí jevil nesmyslně neživotný."
"join","join","spojil","spojit","pf"," Why should n't new feelings grow here too from the love two people bore him, feelings that would join all three of them together?"," Proč by podobně z lásky dvou lidí k němu nesměl vzejít nový cit, aby je vlastně spojil všechny tři?"
"see","see","vidět","vidět","impf"," They could see the shots slam into the student 's body, which kept running for several more seconds before starting to fall;"," Bylo přímo vidět, jak střely buší do těla, které přesto běželo dál nekonečné vteřiny, než přitom začalo padat;"
"running","run","běželo","běžet","impf"," They could see the shots slam into the student 's body, which kept running for several more seconds before starting to fall;"," Bylo přímo vidět, jak střely buší do těla, které přesto běželo dál nekonečné vteřiny, než přitom začalo padat;"
"starting","start","začalo","začít","pf"," They could see the shots slam into the student 's body, which kept running for several more seconds before starting to fall;"," Bylo přímo vidět, jak střely buší do těla, které přesto běželo dál nekonečné vteřiny, než přitom začalo padat;"
"fall","fall","padat","padat","impf"," They could see the shots slam into the student 's body, which kept running for several more seconds before starting to fall;"," Bylo přímo vidět, jak střely buší do těla, které přesto běželo dál nekonečné vteřiny, než přitom začalo padat;"
"began","begin","začly","začít","pf"," His arms began to fall."," Paže mu začly klesat."
"fall","fall","klesat","klesat","impf"," His arms began to fall."," Paže mu začly klesat."
"found","find","objevili","objevit","pf"," When he reached the part where they found the dead policeman and the wounded Jitka, she interrupted him with a shout."," Když dospěl k tomu, jak objevili mrtvého policistu a zraněnou Jitku, přerušila ho výkřikem :"
"interrupted","interrupt","přerušila","přerušit","pf"," When he reached the part where they found the dead policeman and the wounded Jitka, she interrupted him with a shout."," Když dospěl k tomu, jak objevili mrtvého policistu a zraněnou Jitku, přerušila ho výkřikem :"
"saved","save","zachránil","zachránit","pf"," That son of a bitch saved me?"," Ten zkurvysyn mě zachránil?"
"forgetting","forget","zapomněla","zapomenout","pf"," She was clearly still tipsy, forgetting about his story, she launched directly into her own."," Opilost se připomněla tím, že zapomněla jeho příběh a přeskočila do svého."
"help","help","nepomohou","pomoci","pf"," Mere exchanges would not help in the long run."," Pouhé záměny nadlouho nepomohou."
"showed","show","ukazovala","ukazovat","impf"," His experiences yesterday and today showed, unfortunately, that even if a brand-new Czech state arose from the ashes of the Protectorate, its pillars would be the very same policemen."," Zkušenost nasbíraná včera i dnes bohužel ukazovala, že ze sutin protektorátní moci povstává sice zbrusu nová, ale jejími sloupy zůstanou stejní policajti."
"gave","give","dodávalo","dodávat","impf"," The fact that he was not alone gave him hope;"," Naději mu dodávalo, že už nebyl sám;"
"refusing","refuse","odmítali","odmítat","impf"," The Czech newspapermen, overcome at the eleventh hour by sympathy for the Resistance, kept sanctimoniously refusing to publish the murderer 's picture."," Zprofanovaní čeští novináři, teď za minutu dvanáct posedlí sympatiemi k odbojářům, nadále odmítali zveřejnit portrét neznámého muže."
"publish","publish","zveřejnit","zveřejnit","pf"," The Czech newspapermen, overcome at the eleventh hour by sympathy for the Resistance, kept sanctimoniously refusing to publish the murderer 's picture."," Zprofanovaní čeští novináři, teď za minutu dvanáct posedlí sympatiemi k odbojářům, nadále odmítali zveřejnit portrét neznámého muže."
"waiting","wait","čekali","čekat","impf"," Morava had made a thousand copies of Rypl 's photograph, but only a few policemen in Prague had one, and they were already preoccupied, waiting to see whether the Germans would attack them again, this time more savagely, or whether they themselves would suddenly be forced to attack the Germans."," Ryplovu fotografii, kterou dal Morava tisíckrát rozmnožit, dostala do ruky jen malá část pražských policajtů, a ti měli už tak dvě hlavy : čekali, kdy na ně znovu a tentokrát bez pardonu skočí Němci, anebo kdy budou oni sami v nouzi donuceni skočit na Němce."
"made","make","donuceni","donutit","pf"," Morava had made a thousand copies of Rypl 's photograph, but only a few policemen in Prague had one, and they were already preoccupied, waiting to see whether the Germans would attack them again, this time more savagely, or whether they themselves would suddenly be forced to attack the Germans."," Ryplovu fotografii, kterou dal Morava tisíckrát rozmnožit, dostala do ruky jen malá část pražských policajtů, a ti měli už tak dvě hlavy : čekali, kdy na ně znovu a tentokrát bez pardonu skočí Němci, anebo kdy budou oni sami v nouzi donuceni skočit na Němce."
"forced","force","donuceni","donutit","pf"," Morava had made a thousand copies of Rypl 's photograph, but only a few policemen in Prague had one, and they were already preoccupied, waiting to see whether the Germans would attack them again, this time more savagely, or whether they themselves would suddenly be forced to attack the Germans."," Ryplovu fotografii, kterou dal Morava tisíckrát rozmnožit, dostala do ruky jen malá část pražských policajtů, a ti měli už tak dvě hlavy : čekali, kdy na ně znovu a tentokrát bez pardonu skočí Němci, anebo kdy budou oni sami v nouzi donuceni skočit na Němce."
"hide","hide","skrývat","skrývat","impf"," Where could a man hide if he apparently had no relatives or friends here?"," Kde se může skrývat člověk, který tu patrně nemá příbuzné ani známé?"
"cared","care","pečoval","pečovat","impf"," Her suitor was Jaroslav 's brother, who had cared for him unflaggingly by her side until he breathed his last."," Že k tomu mohlo dojít a že nevyslovila kategorické Ne, jen poprosila o patřičný odklad, jak si žádala památka mrtvého i obecná slušnost, způsobila polehčující okolnost : nápadník byl Jaroslavův bratr, který o něho po jejím boku neúnavně pečoval, dokud nevydechl naposled."
"breathed","breathe","nevydechl","vydechnout","pf"," Her suitor was Jaroslav 's brother, who had cared for him unflaggingly by her side until he breathed his last."," Že k tomu mohlo dojít a že nevyslovila kategorické Ne, jen poprosila o patřičný odklad, jak si žádala památka mrtvého i obecná slušnost, způsobila polehčující okolnost : nápadník byl Jaroslavův bratr, který o něho po jejím boku neúnavně pečoval, dokud nevydechl naposled."
