"dance","dance","tančí","tančit","impf"," One tries to dance, lurching unbalanced, with a white marble statue;"," Jeden člověk tančí se sochou z bílého mramoru."
"wondered","wonder","Přemýšlel","přemýšlet","impf"," I had wondered where the lieutenant found her tobacco, surmising there might still be some link, however circuitous and unsafe, however much the preserve of smugglers and the desperate, to wherever peace and a semblance of prosperity might still prevail, but these dry tubes have surely been raided from ruined shops or taken from the fleeing dispossessed;"," Přemýšlel jsem, odkud velitelka bere tabák, domýšlel jsem se, že třeba stále ještě existuje spojení - byť komplikované a riskantní a v moci pašeráků a desperátů - s nějakým místem, kde třeba dosud vládne mír a zdání prosperity, avšak tyto vyschlé tyčinky byly evidentně ukradeny z pobořených obchodů nebo zabaveny prchajícím vysídlencům;"
"taken","take","bere","brát","impf"," I had wondered where the lieutenant found her tobacco, surmising there might still be some link, however circuitous and unsafe, however much the preserve of smugglers and the desperate, to wherever peace and a semblance of prosperity might still prevail, but these dry tubes have surely been raided from ruined shops or taken from the fleeing dispossessed;"," Přemýšlel jsem, odkud velitelka bere tabák, domýšlel jsem se, že třeba stále ještě existuje spojení - byť komplikované a riskantní a v moci pašeráků a desperátů - s nějakým místem, kde třeba dosud vládne mír a zdání prosperity, avšak tyto vyschlé tyčinky byly evidentně ukradeny z pobořených obchodů nebo zabaveny prchajícím vysídlencům;"
"smoked","smoke","kouříte","kouřit","impf"," ‘ I didn ’ t know you smoked, Abel, ’ she says over the noise of the jeep ’ s progress."," "" Nevěděla jsem, že kouříte, "" překřikuje motor džípu."
"think","think","myslím","myslet","impf"," Dear lieutenant, I think we all seduced you, deflected you from a course that might have let you live."," Drahá paní podporučice, myslím, že jsme vás všichni svedli, odklonili od kursu, díky němuž byste mohla žít."
"seduced","seduce","svedli","svést","pf"," Dear lieutenant, I think we all seduced you, deflected you from a course that might have let you live."," Drahá paní podporučice, myslím, že jsme vás všichni svedli, odklonili od kursu, díky němuž byste mohla žít."
"Seeking","seek","Hledala","hledat","impf"," Seeking something in the quick of us, searching to secure a kind of love with the provenance of age and land and family, you took over our premises;"," Hledala jste něco v naší dřeni, pokoušela jste se zajistit si jakousi lásku prostřednictvím věků, půdy a rodu, zabrala jste naše statky;"
"searching","search","Hledala","hledat","impf"," Seeking something in the quick of us, searching to secure a kind of love with the provenance of age and land and family, you took over our premises;"," Hledala jste něco v naší dřeni, pokoušela jste se zajistit si jakousi lásku prostřednictvím věků, půdy a rodu, zabrala jste naše statky;"
"secure","secure","zajistit","zajistit","pf"," Seeking something in the quick of us, searching to secure a kind of love with the provenance of age and land and family, you took over our premises;"," Hledala jste něco v naší dřeni, pokoušela jste se zajistit si jakousi lásku prostřednictvím věků, půdy a rodu, zabrala jste naše statky;"
"took","take","zabrala","zabrat","pf"," Seeking something in the quick of us, searching to secure a kind of love with the provenance of age and land and family, you took over our premises;"," Hledala jste něco v naší dřeni, pokoušela jste se zajistit si jakousi lásku prostřednictvím věků, půdy a rodu, zabrala jste naše statky;"
"thought","think","Nepomyslel","pomyslet","pf"," I had not thought to allow for the bucket ’ s much increased weight, your lack of strength or propensity for just standing back and letting what would happen, happen."," Nepomyslel jsem na to, že je třeba počítat s mnohem vyšší hmotností okovu, s tvou chaboučkou silou, zato však sklonem stoupnout si stranou a přenechat věci osudu."
"allow","allow","počítat","počítat","impf"," I had not thought to allow for the bucket ’ s much increased weight, your lack of strength or propensity for just standing back and letting what would happen, happen."," Nepomyslel jsem na to, že je třeba počítat s mnohem vyšší hmotností okovu, s tvou chaboučkou silou, zato však sklonem stoupnout si stranou a přenechat věci osudu."
"held","hold","Držela","držet","impf"," You held the handle, taking some of the strain as I pushed the bucket off the side of the well ’ s stone surround."," Držela jsi kliku a částečně vyvažovala a já jsem okov odrazil z kamenné zídky studně."
"experience","experience","prožíváme","prožívat","impf"," In my more solipsistic moments, I have conjectured that we do not simply experience everything within that squashed sphere, but create it there too."," Ve svých hloubavějších chvílích jsem přišel na to, že tou napěchovanou kuličkou všechno nejen prožíváme, ale taky to v ní vytváříme."
"create","create","vytváříme","vytvářet","impf"," In my more solipsistic moments, I have conjectured that we do not simply experience everything within that squashed sphere, but create it there too."," Ve svých hloubavějších chvílích jsem přišel na to, že tou napěchovanou kuličkou všechno nejen prožíváme, ale taky to v ní vytváříme."
"gathered","gather","Sebral","sebrat","pf"," I gathered all my courage and left my hiding place in the passageway shadows, coming staggering out and blinking."," Sebral jsem veškerou odvahu a s mžouráním se vypotácel ze skrýše ve stínu průjezdu."
"cried","cry","vykřikl","vykřiknout","pf"," I cried out faintly, one hand to my brow, then yelled out a little louder when my first cry went unheeded."," Slabě jsem vykřikl, dotkl se rukou čela, a když můj výkřik neměl žádný ohlas, zvolal jsem o něco hlasitěji."
"yelled","yell","vykřikl","vykřiknout","pf"," I cried out faintly, one hand to my brow, then yelled out a little louder when my first cry went unheeded."," Slabě jsem vykřikl, dotkl se rukou čela, a když můj výkřik neměl žádný ohlas, zvolal jsem o něco hlasitěji."
"cried","cry","zvolal","zvolat","pf"," I cried out faintly, one hand to my brow, then yelled out a little louder when my first cry went unheeded."," Slabě jsem vykřikl, dotkl se rukou čela, a když můj výkřik neměl žádný ohlas, zvolal jsem o něco hlasitěji."
"turned","turn","otočil","otočit","pf"," Somebody turned, then all did;"," Kdosi se otočil a po něm všichni."
"turn","turn","Otočím","otočit","pf"," I turn my back, and run, along the road at first, then when that turns, still straight for you, heading over fields and through woods, through the cutting rain and choking wind, and see it all and see nothing, forever before my eyes the sight of those wasted windmill arms, saluting and saluting and saluting."," Otočím se zády a utíkám, nejdřív po cestě, a když uhne, pořád rovně za tebou, přes pole a lesy, švihajícím deštěm a dusivým větrem a vidím všechno a nevidím nic, trvale mám před očima prázdný běh lopatek větrného mlýna, jak mávají a mávají a mávají."
"run","run","utíkám","utíkat","impf"," I turn my back, and run, along the road at first, then when that turns, still straight for you, heading over fields and through woods, through the cutting rain and choking wind, and see it all and see nothing, forever before my eyes the sight of those wasted windmill arms, saluting and saluting and saluting."," Otočím se zády a utíkám, nejdřív po cestě, a když uhne, pořád rovně za tebou, přes pole a lesy, švihajícím deštěm a dusivým větrem a vidím všechno a nevidím nic, trvale mám před očima prázdný běh lopatek větrného mlýna, jak mávají a mávají a mávají."
"turn","turn","uhne","uhnout","pf"," I turn my back, and run, along the road at first, then when that turns, still straight for you, heading over fields and through woods, through the cutting rain and choking wind, and see it all and see nothing, forever before my eyes the sight of those wasted windmill arms, saluting and saluting and saluting."," Otočím se zády a utíkám, nejdřív po cestě, a když uhne, pořád rovně za tebou, přes pole a lesy, švihajícím deštěm a dusivým větrem a vidím všechno a nevidím nic, trvale mám před očima prázdný běh lopatek větrného mlýna, jak mávají a mávají a mávají."
"see","see","vidím","vidět","impf"," I turn my back, and run, along the road at first, then when that turns, still straight for you, heading over fields and through woods, through the cutting rain and choking wind, and see it all and see nothing, forever before my eyes the sight of those wasted windmill arms, saluting and saluting and saluting."," Otočím se zády a utíkám, nejdřív po cestě, a když uhne, pořád rovně za tebou, přes pole a lesy, švihajícím deštěm a dusivým větrem a vidím všechno a nevidím nic, trvale mám před očima prázdný běh lopatek větrného mlýna, jak mávají a mávají a mávají."
"see","see","vidím","vidět","impf"," I turn my back, and run, along the road at first, then when that turns, still straight for you, heading over fields and through woods, through the cutting rain and choking wind, and see it all and see nothing, forever before my eyes the sight of those wasted windmill arms, saluting and saluting and saluting."," Otočím se zády a utíkám, nejdřív po cestě, a když uhne, pořád rovně za tebou, přes pole a lesy, švihajícím deštěm a dusivým větrem a vidím všechno a nevidím nic, trvale mám před očima prázdný běh lopatek větrného mlýna, jak mávají a mávají a mávají."
"see","see","nevidím","vidět","impf"," I turn my back, and run, along the road at first, then when that turns, still straight for you, heading over fields and through woods, through the cutting rain and choking wind, and see it all and see nothing, forever before my eyes the sight of those wasted windmill arms, saluting and saluting and saluting."," Otočím se zády a utíkám, nejdřív po cestě, a když uhne, pořád rovně za tebou, přes pole a lesy, švihajícím deštěm a dusivým větrem a vidím všechno a nevidím nic, trvale mám před očima prázdný běh lopatek větrného mlýna, jak mávají a mávají a mávají."
"see","see","nevidím","vidět","impf"," I turn my back, and run, along the road at first, then when that turns, still straight for you, heading over fields and through woods, through the cutting rain and choking wind, and see it all and see nothing, forever before my eyes the sight of those wasted windmill arms, saluting and saluting and saluting."," Otočím se zády a utíkám, nejdřív po cestě, a když uhne, pořád rovně za tebou, přes pole a lesy, švihajícím deštěm a dusivým větrem a vidím všechno a nevidím nic, trvale mám před očima prázdný běh lopatek větrného mlýna, jak mávají a mávají a mávají."
