"allowed","allow","nesměla","smět","impf"," I did not know what to do that first Sunday I was not allowed to go home."," První neděli, kdy jsem nesměla jít domů, jsem nevěděla, co dělat."
"saw","see","neviděli","vidět","impf"," He saw things in a way that others did not, so that a city I had lived in all my life seemed a different place, so that a woman became beautiful with the light on her face."," Viděl věci způsobem, jakým je druzí neviděli, takže město, v němž jsem prožila celý svůj život, se náhle zdálo jako nějaké jiné místo a žena díky světlu na své tváři zkrásněla."
"seemed","seem","zdálo","zdát","impf"," He saw things in a way that others did not, so that a city I had lived in all my life seemed a different place, so that a woman became beautiful with the light on her face."," Viděl věci způsobem, jakým je druzí neviděli, takže město, v němž jsem prožila celý svůj život, se náhle zdálo jako nějaké jiné místo a žena díky světlu na své tváři zkrásněla."
"looked","look","dívala","dívat","impf"," The day after I looked in the box I went to the studio and it was gone."," Den poté, co jsem se do té skříňky dívala, jsem přišla do ateliéru a skříňka byla pryč."
"glanced","glance","Pohlédla","pohlédnout","pf"," I glanced at the painting."," Pohlédla jsem na obraz."
"found","find","nacházela","nacházet","impf"," Previously I had found only tiny changes in it."," Předtím jsem na něm nacházela jen drobné změny."
"lost","lose","Ztratili","ztratit","pf"," We lost you the moment you became a maid. '"," Ztratili jsme tě v okamžiku, kdy jsi se stala služebnou. """
"see","see","nevidí","vidět","impf"," I was glad he could not see the tears that pricked my eyes."," Byla jsem ráda, že nevidí slzy, jež mě pálily v očích."
"come","come","nechodil","chodit","impf"," Pieter the son did not come every week to our church, but he came often enough that each Sunday I grew nervous, smoothing my skirt more than it needed, pressing my lips together as we sat in our pew."," Pieter mladší nechodil do našeho kostela každý týden, ale přicházel dosti často, takže každou neděli, když jsme seděli v naší lavici, jsem zneklidněla, přihlazovala jsem si sukni častěji, než bylo třeba, a svírala jsem rty."
"came","come","nechodil","chodit","impf"," Pieter the son did not come every week to our church, but he came often enough that each Sunday I grew nervous, smoothing my skirt more than it needed, pressing my lips together as we sat in our pew."," Pieter mladší nechodil do našeho kostela každý týden, ale přicházel dosti často, takže každou neděli, když jsme seděli v naší lavici, jsem zneklidněla, přihlazovala jsem si sukni častěji, než bylo třeba, a svírala jsem rty."
"come","come","přicházel","přicházet","impf"," Pieter the son did not come every week to our church, but he came often enough that each Sunday I grew nervous, smoothing my skirt more than it needed, pressing my lips together as we sat in our pew."," Pieter mladší nechodil do našeho kostela každý týden, ale přicházel dosti často, takže každou neděli, když jsme seděli v naší lavici, jsem zneklidněla, přihlazovala jsem si sukni častěji, než bylo třeba, a svírala jsem rty."
"came","come","přicházel","přicházet","impf"," Pieter the son did not come every week to our church, but he came often enough that each Sunday I grew nervous, smoothing my skirt more than it needed, pressing my lips together as we sat in our pew."," Pieter mladší nechodil do našeho kostela každý týden, ale přicházel dosti často, takže každou neděli, když jsme seděli v naší lavici, jsem zneklidněla, přihlazovala jsem si sukni častěji, než bylo třeba, a svírala jsem rty."
"sat","sit","seděli","sedět","impf"," Pieter the son did not come every week to our church, but he came often enough that each Sunday I grew nervous, smoothing my skirt more than it needed, pressing my lips together as we sat in our pew."," Pieter mladší nechodil do našeho kostela každý týden, ale přicházel dosti často, takže každou neděli, když jsme seděli v naší lavici, jsem zneklidněla, přihlazovala jsem si sukni častěji, než bylo třeba, a svírala jsem rty."
"pressing","press","svírala","svírat","impf"," Pieter the son did not come every week to our church, but he came often enough that each Sunday I grew nervous, smoothing my skirt more than it needed, pressing my lips together as we sat in our pew."," Pieter mladší nechodil do našeho kostela každý týden, ale přicházel dosti často, takže každou neděli, když jsme seděli v naší lavici, jsem zneklidněla, přihlazovala jsem si sukni častěji, než bylo třeba, a svírala jsem rty."
"come","come","Přišel","přijít","pf"," ' Has he come?"," "" Přišel?"
"turning","turn","otáčel","otáčet","impf"," Is he here? ' my father would ask each Sunday, turning his head this way and that."," Je tady? "" vyptával se otec neděli co neděli a otáčel hlavu na všechny strany."
"let","let","Nechávala","nechávat","impf"," I let my mother answer."," Nechávala jsem odpovídat matku."
"crushed","crush","rozdrtila","rozdrtit","pf"," Sometimes, though, I crushed lavender and hid it under my chemise to mask the smell of meat that seemed to hang about me even when I was far from the Meat Hall."," Občas jsem však rozdrtila levanduli a schovala si ji pod spodničkou, abych překryla pach masa, který jako by se mě držel, i když jsem byla od Masných krámů daleko."
"hid","hide","schovala","schovat","pf"," Sometimes, though, I crushed lavender and hid it under my chemise to mask the smell of meat that seemed to hang about me even when I was far from the Meat Hall."," Občas jsem však rozdrtila levanduli a schovala si ji pod spodničkou, abych překryla pach masa, který jako by se mě držel, i když jsem byla od Masných krámů daleko."
"wore","wear","nosila","nosit","impf"," I still wore my cap in the same way, and I probably looked much as I had the day I first set out to work as a maid."," Stále jsem nosila čepec stejným způsobem a pravděpodobně jsem vypadala hodně podobně jako v onen den, kdy jsem se poprvé vydala pracovat coby služka."
"work","work","pracovat","pracovat","impf"," I still wore my cap in the same way, and I probably looked much as I had the day I first set out to work as a maid."," Stále jsem nosila čepec stejným způsobem a pravděpodobně jsem vypadala hodně podobně jako v onen den, kdy jsem se poprvé vydala pracovat coby služka."
"added","add","dodala","dodat","pf"," ' With a big house like this, and your mistress ' wealth, and the master 's paintings, ' I added, ' could they not afford another maid?"," "" Cožpak by si s takhle velkou domácností, při bohatství tvé paní a s pánovými obrazy, "" dodala jsem, "" nemohli dovolit další služebnou?"
"afford","afford","dovolit","dovolit","pf"," ' With a big house like this, and your mistress ' wealth, and the master 's paintings, ' I added, ' could they not afford another maid?"," "" Cožpak by si s takhle velkou domácností, při bohatství tvé paní a s pánovými obrazy, "" dodala jsem, "" nemohli dovolit další služebnou?"
"pay","pay","zaplatit","zaplatit","pf"," ' They can barely manage to pay you. '"," "" Stěží dokážou zaplatit tebe. """
"surprised","surprise","překvapilo","překvapit","pf"," I was surprised - the coins amounted to so little in my hand each week."," To mě překvapilo - mince, které jsem každý týden dostala do ruky, představovaly mizivou částku."
"buy","buy","koupit","koupit","pf"," It would take me years of work to be able to buy something as fine as the yellow mantle that Catharina kept so carelessly folded in her cupboard."," Musela bych pracovat roky, abych si mohla koupit něco tak přepychového jako žlutý kabátek, který Catharina nechávala ledabyle složený ve skříni."
"spoke","speak","mluvila","mluvit","impf"," The afternoon after Maria Thins and I spoke I slipped out to look for him at the market, just around the corner from the Oude Langendijck."," Odpoledne poté, co jsem mluvila s Marií Thins, jsem vyklouzla, abych ho vyhledala na trhu, hned za rohem z Oude Langendijck."
"look","look","vyhledala","vyhledat","pf"," The afternoon after Maria Thins and I spoke I slipped out to look for him at the market, just around the corner from the Oude Langendijck."," Odpoledne poté, co jsem mluvila s Marií Thins, jsem vyklouzla, abych ho vyhledala na trhu, hned za rohem z Oude Langendijck."
"counting","count","počítali","počítat","impf"," By now many of the beasts had been driven away by their new owners, and men stood about under the plane trees that lined the square, counting their money and discussing the deals that had been made."," Touhle dobou si už mnohé ze zvířat odvezli noví majitelé, muži postávali pod platany lemujícími náměstí, počítali peníze a debatovali o uzavřených obchodech."
"start","start","začít","začít","pf"," ' You are to start tomorrow as their maid."," "" Zítra máš začít jako jejich služebná."
"do","do","půjde","jít","impf"," If you do well, you will be paid eight stuivers a day."," Když ti to dobře půjde, dostaneš zaplaceno osm stuiverů za den."
"paid","pay","zaplaceno","zaplatit","pf"," If you do well, you will be paid eight stuivers a day."," Když ti to dobře půjde, dostaneš zaplaceno osm stuiverů za den."
"live","live","Bydlet","bydlet","impf"," You will live with them. '"," Bydlet budeš u nich. """
"pressed","press","Stiskla","stisknout","pf"," I pressed my lips together."," Stiskla jsem rty."
"look","look","Nedívej","dívat","impf"," ' Do n't look at me like that, Griet, ' my mother said."," "" Nedívej se na mě takhle, Griet, "" řekla matka."
"said","say","řekla","říci","pf"," ' Do n't look at me like that, Griet, ' my mother said."," "" Nedívej se na mě takhle, Griet, "" řekla matka."
"live","live","bydlí","bydlet","impf"," ' Where do they live? '"," "" Kde bydlí? """
"walk","walk","chodit","chodit","impf"," For two months now I could walk around Delft without wondering if I would see him."," Už dva měsíce jsem mohla chodit po Delftu a neklást si otázku, jestli ho uvidím."
"see","see","uvidím","uvidět","pf"," For two months now I could walk around Delft without wondering if I would see him."," Už dva měsíce jsem mohla chodit po Delftu a neklást si otázku, jestli ho uvidím."
"spotted","spot","zahlédla","zahlédnout","pf"," Over the years I had occasionally spotted him in the distance, on his way to or from the Guild, or near his mother 's inn, or going to van Leeuwenhoek 's house, which was not far from the Meat Hall."," Za ta léta jsem ho příležitostně zdálky zahlédla při jeho cestě na cech či zpátky, poblíž krčmy jeho matky, nebo jak kráčí do van Leeuwenhoekova domu, který stál nedaleko Masných krámů."
