"looked","look","pohlédli","pohlédnout","pf"," The two men looked at each other with a scare."," Oba na sebe vystrašeně pohlédli."
"pointing","point","ukázal","ukázat","pf"," “ There it is, sir, ” said I, pointing to the drawer where it lay on the floor behind a table, and still covered with the sheet."," "" Tady je, prosím, "" řekl jsem a ukázal jsem na zásuvku, která ležela na podlaze u stolu, znovu zakrytá prostěradlem."
"lay","lie","ležela","ležet","impf"," “ There it is, sir, ” said I, pointing to the drawer where it lay on the floor behind a table, and still covered with the sheet."," "" Tady je, prosím, "" řekl jsem a ukázal jsem na zásuvku, která ležela na podlaze u stolu, znovu zakrytá prostěradlem."
"laid","lay","položil","položit","pf"," He sprang to it, and then paused, and laid his hand upon his heart; I could hear his teeth grate with the convulsive action of his jaws; and his face was so ghastly to see that I grew alarmed both for his life and reason."," Přiskočil k ní, pak se zarazil a položil si ruku na srdce - slyšel jsem, jak mu v křečovitém stažení čelistí zaskřípěly zuby, a v obličeji vypadal tak vyděšeně, že jsem se začínal bát jak o jeho život, tak i rozum."
"hear","hear","slyšel","slyšet","impf"," He sprang to it, and then paused, and laid his hand upon his heart; I could hear his teeth grate with the convulsive action of his jaws; and his face was so ghastly to see that I grew alarmed both for his life and reason."," Přiskočil k ní, pak se zarazil a položil si ruku na srdce - slyšel jsem, jak mu v křečovitém stažení čelistí zaskřípěly zuby, a v obličeji vypadal tak vyděšeně, že jsem se začínal bát jak o jeho život, tak i rozum."
"said","say","řekl","říci","pf"," “ Compose yourself, ” said I."," "" Uklidněte se, "" řekl jsem mu."
"kept","keep","nechal","nechat","pf"," But he kept his feelings to himself, and only grunted in acknowledgement of the address."," Ale nechal si své myšlenky pro sebe a adresu vzal na vědomí s pochvalným zabručením."
"said","say","řekněte","říci","pf"," “ And now, ” said the other, “ how did you know me? ”"," "" A teď mi řekněte, "" zeptal se druhý, "" jak jste mě poznal? """
"said","say","odpověděl","odpovědět","pf"," “ We have common friends, ” said Mr Utterson."," "" Máme společné známé, "" odpověděl pan Utterson."
"seeing","see","uvidět","uvidět","pf"," And at least it would be a face worth seeing : the face of a man who was without bowels of mercy : a face which had but to show itself to raise up, in the mind of the unimpressionable Enfield, a spirit of enduring hatred."," Při nejmenším by stálo za to uvidět tu tvář : tvář člověka bez milosrdného srdce - tvář, která jen se ukázala, a hned vzbudila u Enfielda, muže tak málo podléhajícího dojmům, prudkou a trvalou nenávist."
"show","show","ukázala","ukázat","pf"," And at least it would be a face worth seeing : the face of a man who was without bowels of mercy : a face which had but to show itself to raise up, in the mind of the unimpressionable Enfield, a spirit of enduring hatred."," Při nejmenším by stálo za to uvidět tu tvář : tvář člověka bez milosrdného srdce - tvář, která jen se ukázala, a hned vzbudila u Enfielda, muže tak málo podléhajícího dojmům, prudkou a trvalou nenávist."
"raise","raise","vzbudila","vzbudit","pf"," And at least it would be a face worth seeing : the face of a man who was without bowels of mercy : a face which had but to show itself to raise up, in the mind of the unimpressionable Enfield, a spirit of enduring hatred."," Při nejmenším by stálo za to uvidět tu tvář : tvář člověka bez milosrdného srdce - tvář, která jen se ukázala, a hned vzbudila u Enfielda, muže tak málo podléhajícího dojmům, prudkou a trvalou nenávist."
"began","begin","začal","začít","pf"," From that time forward, Mr Utterson began to haunt the door in the by street of shops."," Od té doby začal pan Utterson obcházet kolem dveří v boční uličce s krámky."
"haunt","haunt","obcházet","obcházet","impf"," From that time forward, Mr Utterson began to haunt the door in the by street of shops."," Od té doby začal pan Utterson obcházet kolem dveří v boční uličce s krámky."
"told","tell","Řekli","říci","pf"," We told the man we could and would make such a scandal out of this, as should make his name stink from one end of London to the other."," Řekli jsme tomu člověku, že z případu uděláme takový skandál, až jeho jméno zostudíme od jednoho konce Londýna na druhý."
"make","make","uděláme","udělat","pf"," We told the man we could and would make such a scandal out of this, as should make his name stink from one end of London to the other."," Řekli jsme tomu člověku, že z případu uděláme takový skandál, až jeho jméno zostudíme od jednoho konce Londýna na druhý."
"make","make","uděláme","udělat","pf"," We told the man we could and would make such a scandal out of this, as should make his name stink from one end of London to the other."," Řekli jsme tomu člověku, že z případu uděláme takový skandál, až jeho jméno zostudíme od jednoho konce Londýna na druhý."
"take","take","popadni","popadnout","pf"," Come, now; get your hat and take a quick turn with us. ”"," Tak pojď, popadni klobouk a trochu se s námi proběhni. """
"see","see","vidím","vidět","impf"," But indeed, Utterson, I am very glad to see you; this is really a great pleasure."," Ale jsem opravdu moc rád, Uttersone, že tě vidím - mám skutečně velkou radost."
"seemed","seem","Zdálo","zdát","impf"," All things therefore seemed to point to this : that I was slowly losing hold of my original and better self, and becoming slowly incorporated with my second and worse."," Zdálo se tedy, že to všechno nasvědčuje jednomu : že pomalu ztrácím vládu nad svým původním a lepším já a pozvolna se ztotožňuji s tím druhým a horším."
"losing","lose","ztrácím","ztrácet","impf"," All things therefore seemed to point to this : that I was slowly losing hold of my original and better self, and becoming slowly incorporated with my second and worse."," Zdálo se tedy, že to všechno nasvědčuje jednomu : že pomalu ztrácím vládu nad svým původním a lepším já a pozvolna se ztotožňuji s tím druhým a horším."
"choose","choose","volil","volit","impf"," Between these two I now felt I had to choose."," Věděl jsem, že je čas, abych mezi nimi volil."
"blamed","blame","nevyčítal","vyčítat","impf"," The lawyer liked this letter well enough; it put a better colour on the intimacy than he had looked for, and he blamed himself for some of his past suspicions."," Advokátovi nebyl dopis nikterak proti mysli : stavěl důvěrný vztah Jekyllův k tomu mladíkovi do lepšího světla, než se advokát nadál, a proto si div nevyčítal některá svá dřívější podezření."
"burned","burn","Spálil","spálit","pf"," ” I burned it, ” replied Jekyll, “ before I thought what I was about."," "" Spálil jsem ji, "" odpověděl Jekyll, "" než jsem si uvědomil, co dělám."
"replied","reply","odpověděl","odpovědět","pf"," ” I burned it, ” replied Jekyll, “ before I thought what I was about."," "" Spálil jsem ji, "" odpověděl Jekyll, "" než jsem si uvědomil, co dělám."
"bore","bear","neměla","mít","impf"," But it bore no postmark."," Ale neměla poštovní razítko."
"keep","keep","Mám","mít","impf"," “ Shall I keep this and sleep upon it? ” asked Utterson."," "" Mám si tohle nechat a vyspat se na to? "" zeptal se Utterson."
"keep","keep","nechat","nechat","pf"," “ Shall I keep this and sleep upon it? ” asked Utterson."," "" Mám si tohle nechat a vyspat se na to? "" zeptal se Utterson."
"asked","ask","zeptal","zeptat","pf"," “ Shall I keep this and sleep upon it? ” asked Utterson."," "" Mám si tohle nechat a vyspat se na to? "" zeptal se Utterson."
"mean","mean","Chci","chtít","impf"," I mean but to point out the warnings and the successive steps with which my chastisement approached."," Chci jen poukázat na výstrahy a jiné zásahy, jimiž se ohlašoval blízký trest."
"met","meet","Potkala","potkat","pf"," I met with one accident which, as it brought on no consequence, I shall no more than mention."," Potkala mě příhoda, o které se zmíním jen stručně, poněvadž neměla vzápětí žádné následky."
"mention","mention","zmíním","zmínit","pf"," I met with one accident which, as it brought on no consequence, I shall no more than mention."," Potkala mě příhoda, o které se zmíním jen stručně, poněvadž neměla vzápětí žádné následky."
"consider","consider","pokládám","pokládat","impf"," Much as I desire to spare your master ’ s feelings, much as I am puzzled about this note, which seems to prove him to be still alive, I shall consider it my duty to break in that door. ”"," Moc rád bych byl vůči vašemu pánovi ohleduplný, moc mi vrtá hlavou tenhle lístek, který je pravděpodobně důkaz, že doktor je naživu, ale přesto pokládám za svou povinnost dostat se dovnitř, třeba násilím. """
"comes","come","přijde","přijít","pf"," “ And now comes the second question, ” resumed Utterson :"," "" A teď přijde druhá otázka, "" řekl Utterson."
"said","say","řekl","říci","pf"," “ Do you know, Poole, ” he said, looking up, “ that you and I are about to place ourselves in a position of some peril? ”"," "" Poole, jste si vědom, "" řekl a podíval se na něho, "" že bychom se oba mohli octnout v dost nebezpečné situaci? """
"looking","look","podíval","podívat","pf"," “ Do you know, Poole, ” he said, looking up, “ that you and I are about to place ourselves in a position of some peril? ”"," "" Poole, jste si vědom, "" řekl a podíval se na něho, "" že bychom se oba mohli octnout v dost nebezpečné situaci? """
"say","say","odpověděl","odpovědět","pf"," “ You may say so, sir, indeed, ” returned the butler."," "" To máte pravdu, pane Uttersone, "" odpověděl sluha."
"returned","return","odpověděl","odpovědět","pf"," “ You may say so, sir, indeed, ” returned the butler."," "" To máte pravdu, pane Uttersone, "" odpověděl sluha."
