"trying","try","pokusila","pokusit","pf"," By that time, all three were trying to catch it and help me out by lightening the load."," Na tomto místě se medvíďata pokusila ocas chytit a odlehčit mi tak od nákladu."
"saw","see","považuji","považovat","impf"," Continuing these experiments sporadically over the next several years, I saw a number of additional examples that I thought to be self-directed behavior."," Během příštích několika let jsem v těchto experimentech příležitostně pokračoval, a byl svědkem mnoha dodatečných situací, které považuji za příklady chování zaměřeného na vlastní bytost."
"thought","think","považuji","považovat","impf"," Continuing these experiments sporadically over the next several years, I saw a number of additional examples that I thought to be self-directed behavior."," Během příštích několika let jsem v těchto experimentech příležitostně pokračoval, a byl svědkem mnoha dodatečných situací, které považuji za příklady chování zaměřeného na vlastní bytost."
"turned","turn","otočila","otočit","pf"," Curls, for example, started bi-pedally rubbing herself against a post in their shelter, then turned toward the mirror to watch herself."," Tak třeba Kudrlinka se drbala o sloupek v jejich přístřešku, a pak se otočila k zrcadlu a pozorovala se."
"watch","watch","pozorovala","pozorovat","impf"," Curls, for example, started bi-pedally rubbing herself against a post in their shelter, then turned toward the mirror to watch herself."," Tak třeba Kudrlinka se drbala o sloupek v jejich přístřešku, a pak se otočila k zrcadlu a pozorovala se."
"learned","learn","naučil","naučit","pf"," I now had the parameters by which others would measure my work, and I had learned the names of some of the commonsense parts of the whole I had already envisioned, but it would be a while yet before I would have enough information and enough observations to begin making sense out of what was happening with the cubs ' lives, not only for myself but to convince others that my conclusions were valid."," V té chvíli jsem tedy měl v rukou měřítka, podle kterých budou druzí hodnotit mou práci, a naučil jsem se názvy některých hmatatelných částí celku, které jsem už předvídal, ale věděl jsem, že ještě chvilku potrvá, než shromáždím dostatečné množství informací a pozorování, tak abych dokázal rozumně vysvětlit, jak to chodí v životě medvědů, a to nejen sám pro sebe, ale i pro ostatní, které bych rád přesvědčil, že mé závěry stojí za úvahu."
"envisioned","envision","předvídal","předvídat","impf"," I now had the parameters by which others would measure my work, and I had learned the names of some of the commonsense parts of the whole I had already envisioned, but it would be a while yet before I would have enough information and enough observations to begin making sense out of what was happening with the cubs ' lives, not only for myself but to convince others that my conclusions were valid."," V té chvíli jsem tedy měl v rukou měřítka, podle kterých budou druzí hodnotit mou práci, a naučil jsem se názvy některých hmatatelných částí celku, které jsem už předvídal, ale věděl jsem, že ještě chvilku potrvá, než shromáždím dostatečné množství informací a pozorování, tak abych dokázal rozumně vysvětlit, jak to chodí v životě medvědů, a to nejen sám pro sebe, ale i pro ostatní, které bych rád přesvědčil, že mé závěry stojí za úvahu."
"convince","convince","přesvědčil","přesvědčit","pf"," I now had the parameters by which others would measure my work, and I had learned the names of some of the commonsense parts of the whole I had already envisioned, but it would be a while yet before I would have enough information and enough observations to begin making sense out of what was happening with the cubs ' lives, not only for myself but to convince others that my conclusions were valid."," V té chvíli jsem tedy měl v rukou měřítka, podle kterých budou druzí hodnotit mou práci, a naučil jsem se názvy některých hmatatelných částí celku, které jsem už předvídal, ale věděl jsem, že ještě chvilku potrvá, než shromáždím dostatečné množství informací a pozorování, tak abych dokázal rozumně vysvětlit, jak to chodí v životě medvědů, a to nejen sám pro sebe, ale i pro ostatní, které bych rád přesvědčil, že mé závěry stojí za úvahu."
"relieve","relieve","zbavil","zbavit","pf"," LB usually began and finished first, burping several times to relieve himself of the air he inhaled while nursing."," MH většinou dopil láhev jako první, načež několikrát po sobě říhl, aby zbavil žaludek vzduchu, který při pití spolykal."
"leave","leave","opustit","opustit","pf"," Because of the unusually deep snow, it was almost the first of May before Houdini could leave the area of his den."," Toho roku se hluboká sněhová pokrývka držela opravdu dlouho, a tak mohl Houdini opustit brloh až na samém konci dubna."
"found","find","Našel","najít","pf"," I found several beds he had made on top of the snow out of spruce boughs and birch bark."," Našel jsem několik lůžek, která si medvídek zbudoval na sněhu ze silných větví douglasek a březové kůry."
"receded","recede","ustoupil","ustoupit","pf"," As the snows receded, he traveled over the top of and onto the western face of Winslow Hill, which faced our camp."," Když sníh ustoupil, vydal se přes vrchol Winslow Hill a dál na západní stranu, obrácenou k našim pozemkům."
"found","find","objevila","objevit","pf"," LG found a fallen hornbeam, locally known as leverwood because its tough wood was once used to make good levers."," MD objevila padlý habr, v místních končinách známý jako ´sochorové dřevo´, to proto, že jeho pevné dřevo kdysi sloužívalo k výrobě kvalitních sochorů."
"attracted","attract","přitahovalo","přitahovat","impf"," What attracted her to it I 'm not sure, but she tore, sniffed, and bit at the fibrous rotting bark while emitting what I 've previously described as the "" sound of contentment "" - that low, vacuum pump-like chuckle."," Nemám ponětí, co ji k onomu padlému kmeni tak přitahovalo, ale pravdou je, že horlivě frkala, čenichala a a ohryzávala ztrouchnivělou šlachovitou kůru a vydávala přitom zvuky, které jsem už v předchozím vyprávění popsal jako ´spokojené vrnění´ - tedy tiché mručení podobné bublavému chodu vývěvy."
"emitting","emit","vydávala","vydávat","impf"," What attracted her to it I 'm not sure, but she tore, sniffed, and bit at the fibrous rotting bark while emitting what I 've previously described as the "" sound of contentment "" - that low, vacuum pump-like chuckle."," Nemám ponětí, co ji k onomu padlému kmeni tak přitahovalo, ale pravdou je, že horlivě frkala, čenichala a a ohryzávala ztrouchnivělou šlachovitou kůru a vydávala přitom zvuky, které jsem už v předchozím vyprávění popsal jako ´spokojené vrnění´ - tedy tiché mručení podobné bublavému chodu vývěvy."
"described","describe","popsal","popsat","pf"," What attracted her to it I 'm not sure, but she tore, sniffed, and bit at the fibrous rotting bark while emitting what I 've previously described as the "" sound of contentment "" - that low, vacuum pump-like chuckle."," Nemám ponětí, co ji k onomu padlému kmeni tak přitahovalo, ale pravdou je, že horlivě frkala, čenichala a a ohryzávala ztrouchnivělou šlachovitou kůru a vydávala přitom zvuky, které jsem už v předchozím vyprávění popsal jako ´spokojené vrnění´ - tedy tiché mručení podobné bublavému chodu vývěvy."
"trying","try","Snažila","snažit","impf"," Was she trying to be accepted by the resident bears?"," Snažila se snad, aby ji místní medvědi přijali?"
"accepted","accept","přijali","přijmout","pf"," Was she trying to be accepted by the resident bears?"," Snažila se snad, aby ji místní medvědi přijali?"
"try","try","nesnažila","snažit","impf"," Not that LG did n't try to help clear things up for me."," Nedá se říct, že by se MD nesnažila mi všechno vysvětlit."
"thought","think","Myslel","myslet","impf"," But if I thought that happy session between the three and me would settle things down for the scheduled return of the National Geographic him crew the next afternoon, I was in for quite a surprise."," Myslel jsem si, že tenhle spokojený ranní dýchánek trošku uklidní situaci před plánovanou odpolední návštěvou natáčecího štábu National Geographic, ale to jsem se mýlil."
"settle","settle","uklidní","uklidnit","pf"," But if I thought that happy session between the three and me would settle things down for the scheduled return of the National Geographic him crew the next afternoon, I was in for quite a surprise."," Myslel jsem si, že tenhle spokojený ranní dýchánek trošku uklidní situaci před plánovanou odpolední návštěvou natáčecího štábu National Geographic, ale to jsem se mýlil."
"joined","join","přidala","přidat","pf"," Curls joined us shortly after we arrived from below the clearing at about half past two."," Hned jak jsme se kolem půl druhé blížili odspodu mýtiny, přidala se k nám Kudrlinka."
"suspected","suspect","Tušil","tušit","impf"," I suspected a conflict but did n't have the details."," Tušil jsem, že se zřejmě dostal do konfliktu, ale podrobnosti jsem neznal."
"eating","eat","snědl","sníst","pf"," On the second day, he was on someone 's deck eating sunflower seeds in Enfield."," Druhého dne navštívil čísi terasu v Enfieldu a snědl slunečnicová semínka."
"spoke","speak","Mluvil","mluvit","impf"," I spoke to the shaken owner;"," Mluvil jsem s vystrašeným majitelem;"
