"loved","love","miluji","milovat","impf"," I had n't known I loved her."," Nevěděl jsem, že ji miluji."
"need","need","nemusí","muset","impf"," "" And then this year, back in February or March, I think, he turned up one day and said he would n't need to borrow any more from me, he 'd got a good thing going which would make him rich. """," "" Letos se zase vynořil, myslím, že to bylo tak asi v únoru nebo v březnu, a prohlásil, že už si ode mne půjčovat nemusí, že přišel na něco, z čeho zaručeně zbohatne. """
"say","say","neřekl","říci","pf"," "" He would n't say."," "" To mi neřekl."
"worry","worry","nestarám","starat","impf"," Just told me not to worry, it was all legal."," Ať prý se nestarám, že je to zcela v mezích zákona."
"making","make","vydělat","vydělat","pf"," He had gone into partnership with someone with a cast iron idea for making a fortune."," Má partnera, s kterým vymysleli plán, jak vydělat celé jmění."
"find","find","našel","najít","pf"," "" Do you know where I could find him? """," "" Můžete mi poradit, kde bych ho našel? """
"mean","mean","Myslíte","myslet","impf"," "" Tonight, do you mean? """," "" Myslíte teď hned? """
"like","like","líbit","líbit","impf"," You 'll like him, I 'm sure of that. """," Určitě se vám bude líbit, zaručeně. """
"said","say","řekl","říci","pf"," "" I 'll look forward to it, "" I said."," "" Budu se těšit, "" řekl jsem."
"come","come","udělal","udělat","pf"," "" It was kind of you to let me come ... and I think your trains are absolutely splendid ... """," "" Byl jste tuze hodný, že jste si na mě udělal čas ... a vaše vláčky jsou ohromné ... """
"escorted","escort","Doprovodil","doprovodit","pf"," He escorted me all the way down to the front door, talking about young Matthew and the plans they had for the holidays."," Doprovodil mě až dolů k hlavnímu vchodu a cestou hovořil o malém Mattovi, a jaké mají oba plány na prázdniny."
"talking","talk","hovořil","hovořit","impf"," He escorted me all the way down to the front door, talking about young Matthew and the plans they had for the holidays."," Doprovodil mě až dolů k hlavnímu vchodu a cestou hovořil o malém Mattovi, a jaké mají oba plány na prázdniny."
"love","love","miloval","milovat","impf"," Have you been making love all night?"," To jste se miloval celou noc?"
"said","say","říkali","říkat","impf"," "" Those sods said they were going to fix me so my riding days were over ..."," "" Ti syčáci říkali, že mě zříděj tak, že už si nadosmrti na koně nesednu."
"raised","raise","zdvihl","zdvihnout","pf"," and Goldenberg raised his fist with a face going purple with anger and nearly hit him."," Goldenberg zrudl vzteky, zdvihl zaťatou pěst a málem se na Baysta vyhnul."
"told","tell","říkal","říkat","impf"," I always told myself to stay out of trouble."," Vždycky jsem si říkal, že se nemám zbytečně do ničeho plést."
"listened","listen","neposlechl","poslechnout","pf"," Never listened."," Nikdy jsem sám sebe neposlechl."
"killed","kill","usmrceni","usmrtit","pf"," "" Racehorse trainer Jarvis Kitch and owner Dobson Ambrose, whose filly Scotchbright won the Oaks last month, were killed today in a multiple traffic accident just outside Newmarket."," "" Trenér závodních koní Arvis Kitch a Dobson Ambrose, majitel klisny Scotchbright, byli usmrceni při hromadné silniční katastrofě poblíže Newmarketu."
"taken","take","utrpěl","utrpět","pf"," The Australian jockey Kenny Bayst, who was in the car with them, was taken to hospital with multiple injuries."," Jejich spolujezdec, australský žokej Kenny Bayst, utrpěl komplikované zranění a byl převezen do nemocnice."
"Come","come","přijeďte","přijet","pf"," "" Come by all means, my dear chap, if you want to."," "" Ale samozřejmě přijeďte, samozřejmě."
"say","say","Řekněme","říci","pf"," Nine o'clock, say? """," Řekněme tak v devět hodin? """
"ask","ask","požádal","požádat","pf"," Honey 's Mini ate up the miles like Billy Bunter so that it was nine o'clock exactly when I stopped at a local garage to ask for directions to the Duke 's house."," Mini pojídalo míle jako chrt a já přistál přesně v devět hodin v Roystonu u pumpy a požádal jsem jednoho ze zaměstnanců, aby mi poradil, jak se dostat k vévodovu domu."
"do","do","udělal","udělat","pf"," Because although I do n't know why, I 've a good idea of when and who. """," Já sice nevím, proč se to stalo, ale myslím, že vím, kdo to udělal a kdy. """
"taking","take","trvalo","trvat","impf"," It was taking Carthy-Todd several seconds to press the transmission buttons."," Carthy - Toddovi trvalo několik vteřin, než vyslal příslušný signál."
"going","go","jít","jít","impf"," She would n't see any harm in going up."," Bylo logické, že se rozhodla jít nahoru."
"do","do","udělat","udělat","pf"," With radio navigation and a good forecast for Cambridge it was merely the sensible thing to do."," Kdyby bylo v Cambridgi dobré počasí a kdyby měla rádiové spojení, letět nad mraky by bylo to nejrozumnější, co by mohla udělat."
"said","say","řekl","říci","pf"," "" Her destination is Cambridge, "" I said."," "" Letí do Cambridge, "" řekl jsem."
"see","see","vidět","vidět","impf"," "" Every time you moved yesterday evening you could see it hurt. """," "" Včera večer na vás bylo vidět, jak vás všechno bolí. """
"hurt","hurt","bolí","bolet","impf"," "" Every time you moved yesterday evening you could see it hurt. """," "" Včera večer na vás bylo vidět, jak vás všechno bolí. """
"noticed","notice","pozoroval","pozorovat","impf"," "" So I 've noticed, "" I said dryly."," "" To jsem pozoroval, "" poznamenal jsem suše."
"noticed","notice","poznamenal","poznamenat","pf"," "" So I 've noticed, "" I said dryly."," "" To jsem pozoroval, "" poznamenal jsem suše."
"outlive","outlive","přežije","přežít","pf"," And Midge keeps telling me and Nancy that if we 're not careful she 'll outlive us both. """," A přitom Midge přesvědčuje Nancy a mě, že když si nedáme pozor, tak nás nakonec oba přežije. """
"seem","seem","zdálo","zdát","impf"," It was very silly of me, but it did n't seem important ... """," Byl to nerozum, ale mně se to tehdy zdálo úplně neškodné. """
"introduced","introduce","představila","představit","pf"," "" They were both at the Doncaster meeting at the opening of the flat season, so I introduced them."," "" Oba jeli na dostihy v Doncasteru, na zahájení sezóny, tam jsem je představila."
"decide","decide","rozhodoval","rozhodovat","impf"," And then, "" she looked annoyed, "" the next time Rupert turned up with that man Goldenberg, saying Bobbie Wessex had given him permission to decide how Rudiments should be run in all his races."," No a potom, "" vypadala podrážděně, "" pak se najednou Rupert objevil s tím chlapem, s Goldenbergem, a tvrdil, že ho Bobbie Wessex pověřil tím, aby rozhodoval, jak má Rudiments běžet všechny dostihy."
"run","run","běžet","běžet","impf"," And then, "" she looked annoyed, "" the next time Rupert turned up with that man Goldenberg, saying Bobbie Wessex had given him permission to decide how Rudiments should be run in all his races."," No a potom, "" vypadala podrážděně, "" pak se najednou Rupert objevil s tím chlapem, s Goldenbergem, a tvrdil, že ho Bobbie Wessex pověřil tím, aby rozhodoval, jak má Rudiments běžet všechny dostihy."
"pulled","pull","vytáhl","vytáhnout","pf"," So I pulled it out."," Tak jsem nůž vytáhl."
"pulled","pull","Vytáhl","vytáhnout","pf"," I pulled it out in two stages and more or less fainted after each."," Vytáhl jsem ho nadvakrát a po každém trhnutí jsem se málem znovu složil."
"wanting","want","chtěl","chtít","impf"," He was half anxious, half puzzled, wanting reassurance."," Tvářil se rozpačitě a ustaraně, chtěl, abych ho uklidnil."
"think","think","zdálo","zdát","impf"," "" What do you think is strange? """," "" Tobě se zdálo něco divného? """
"seen","see","neviděl","vidět","impf"," "" I 've never seen anyone before with eyes like that. """," "" Já jsem ještě nikdy neviděl člověka s tak divnýma očima. """
"seen","see","viděl","vidět","impf"," Matthew had seen naturally what I had known to look for."," Matt si ihned povšiml toho, co já viděl jenom proto, že jsem to očekával."
"look","look","očekával","očekávat","impf"," Matthew had seen naturally what I had known to look for."," Matt si ihned povšiml toho, co já viděl jenom proto, že jsem to očekával."
"see","see","vidím","vidět","impf"," "" Can see that. """," "" To vidím. """
"did","do","udělal","udělat","pf"," "" He just did, "" I said."," "" Ale udělal to, "" odpověděl jsem."
"said","say","odpověděl","odpovědět","pf"," "" He just did, "" I said."," "" Ale udělal to, "" odpověděl jsem."
"helping","help","pomohla","pomoci","pf"," A strong arm slid under my right armpit, helping me."," Něčí silná ruka mě vzala za paži a pomohla mi."
"said","say","mluvit","mluvit","impf"," I said merely, "" Is that all, then?"," "" Je to všechno, o čem jste se mnou chtěl mluvit? "" zeptal jsem se."
"remember","remember","vzpomínáte","vzpomínat","impf"," We have a charter, if you remember ... """," "" Máte teď plánovaný let, jestli si vzpomínáte ... """
"draw","draw","kreslit","kreslit","impf"," "" He really can draw, "" Nancy said as we followed the tablecloth out into the sunshine."," "" Ale kreslit doopravdy umí, "" poznamenala Nancy, když jsme vykročili za žinylkovým ubrusem do slunečního jasu."
"doubt","doubt","nepochybuji","pochybovat","impf"," "" I would n't doubt it."," "" O tom nepochybuji."
"observed","observe","poznamenala","poznamenat","pf"," "" She 's doing you out of a job, "" Midge observed, wiping glasses."," "" Chce vás připravit o práci, "" poznamenala Midge, která zatím utírala nádobí."
"wiping","wipe","utírala","utírat","impf"," "" She 's doing you out of a job, "" Midge observed, wiping glasses."," "" Chce vás připravit o práci, "" poznamenala Midge, která zatím utírala nádobí."
"wanted","want","Chtěla","chtít","impf"," She wanted me to tell her how to proceed in the Manchester control zone, and what to do if they gave her instructions she did n't understand."," Chtěla, abych jí vysvětlil, jak si má počínat v manchesterské oblasti a co má dělat, kdyby nerozuměla instrukcím, které dostane ze země."
"do","do","dělat","dělat","impf"," She wanted me to tell her how to proceed in the Manchester control zone, and what to do if they gave her instructions she did n't understand."," Chtěla, abych jí vysvětlil, jak si má počínat v manchesterské oblasti a co má dělat, kdyby nerozuměla instrukcím, které dostane ze země."
"did","do","dělat","dělat","impf"," She wanted me to tell her how to proceed in the Manchester control zone, and what to do if they gave her instructions she did n't understand."," Chtěla, abych jí vysvětlil, jak si má počínat v manchesterské oblasti a co má dělat, kdyby nerozuměla instrukcím, které dostane ze země."
"understand","understand","nerozuměla","rozumět","impf"," She wanted me to tell her how to proceed in the Manchester control zone, and what to do if they gave her instructions she did n't understand."," Chtěla, abych jí vysvětlil, jak si má počínat v manchesterské oblasti a co má dělat, kdyby nerozuměla instrukcím, které dostane ze země."
