"found","find","našlo","najít","pf"," ‘ The garment found on the strand was placed there in order to mislead?"," "" To tílko, které se našlo na pobřeží, tam bylo nastražené, mělo svést ze stopy?"
"offered","offer","nabídla","nabídnout","pf"," The images she might herself have conjured up were too fragile to be talked away in dinner-time conversation over plates and dishes on a table, too precious to be offered as a triviality."," Obrazy, které by vyvolala ona, by byly příliš křehké na to, aby se o nich dalo mluvit u večeře nad talíři s jídlem, příliš drahé, než aby je nabídla jako nějakou banalitu."
"managed","manage","zvládla","zvládnout","pf"," she had managed, but could not now."," zvládla to, teď to ale nešlo."
"said","say","řekl","říci","pf"," ‘ Surely not? ’ he said, calm when the lorry driver told him."," "" To přece nemůže být pravda, ne? "" zareagoval klidně, když mu to řidič řekl."
"told","tell","řekl","říci","pf"," ‘ Surely not? ’ he said, calm when the lorry driver told him."," "" To přece nemůže být pravda, ne? "" zareagoval klidně, když mu to řidič řekl."
"want","want","chtělo","chtít","impf"," There was a sureness in his tone that made Ralph want to close his eyes and look away, that stabbed him somewhere, and he imagined in the heart."," Z jistoty v jeho hlase se Ralphovi chtělo zavřít oči a odvrátit obličej, bodalo ho to a on si představoval, že do srdce."
"close","close","zavřít","zavřít","pf"," There was a sureness in his tone that made Ralph want to close his eyes and look away, that stabbed him somewhere, and he imagined in the heart."," Z jistoty v jeho hlase se Ralphovi chtělo zavřít oči a odvrátit obličej, bodalo ho to a on si představoval, že do srdce."
"stabbed","stab","bodalo","bodat","impf"," There was a sureness in his tone that made Ralph want to close his eyes and look away, that stabbed him somewhere, and he imagined in the heart."," Z jistoty v jeho hlase se Ralphovi chtělo zavřít oči a odvrátit obličej, bodalo ho to a on si představoval, že do srdce."
"imagined","imagine","představoval","představovat","impf"," There was a sureness in his tone that made Ralph want to close his eyes and look away, that stabbed him somewhere, and he imagined in the heart."," Z jistoty v jeho hlase se Ralphovi chtělo zavřít oči a odvrátit obličej, bodalo ho to a on si představoval, že do srdce."
"throbbing","throb","tlouklo","tlouci","impf"," But his heart was throbbing, for he could feel it, more than he ever had before."," Jenže jeho srdce tlouklo, vždyť je cítil víc než kdy předtím."
"feel","feel","cítil","cítit","impf"," But his heart was throbbing, for he could feel it, more than he ever had before."," Jenže jeho srdce tlouklo, vždyť je cítil víc než kdy předtím."
"said","say","řekl","říci","pf"," ‘ You never did, though, ’ that keeper said."," "" Vy jste se ale nikdy nespletla, "" řekl dozorce."
"see","see","vidět","vidět","impf"," One day in winter, when the panes of the barred windows had iced up so that you couldn ’ t see out?"," Jednoho zimního dne, kdy se tabulky zamřížovaných oken pokryly jinovatkou, takže ven nebylo vůbec vidět."
"seemed","seem","zdálo","zdát","impf"," The reply I drew was that he has taken many a dinner at Lahardane, that he has – in the Captain ’ s day and before – spent many a night when a journey home in the dark seemed arduous."," Odpověděl mi, že v Lahardanu mnohokrát povečeřel, že za kapitánových časů a ještě předtím tam mnohokrát přespal, když se zdálo, že cesta domů ve tmě by byla náročná."
"nodded","nod","přikývl","přikývnout","pf"," Ralph nodded."," Ralph přikývl."
"say","say","říkáš","říkat","impf"," ‘ Why do you say I must not love you? ’"," "" Proč říkáš, že tě nesmím milovat? """
"love","love","milovat","milovat","impf"," ‘ Why do you say I must not love you? ’"," "" Proč říkáš, že tě nesmím milovat? """
"loving","love","milovat","milovat","impf"," ‘ Because loving me will make you unhappy. ’"," "" Protože když mě budeš milovat, budeš z toho nešťastný. """
"play","play","Nezahrajeme","zahrát","pf"," ‘ Shall we play Twenty-one?"," "" Nezahrajeme si oko?"
"collected","collect","shromáždil","shromáždit","pf"," The documents he had collected for her went with them in their luggage, to become their livelihood wherever the end of their journey was to be."," Dokumenty, které pro ni shromáždil, s nimi putovaly v kufru a měly se stát jejich živobytím, kam je jejich cesta zavede."
"said","say","řekla","říci","pf"," ‘ Anywhere, ’ she said."," "" Kamkoli, "" řekla."
"sent","send","poslal","poslat","pf"," In Dublin, at King ’ s Bridge Station, Captain Gault sent the telegram that cancelled their tenancy of the house in England."," V Dublinu ve stanici King ' s Bridge poslal kapitán Gault telegram, jímž zrušil pronájem domku v Anglii."
"cancelled","cancel","zrušil","zrušit","pf"," In Dublin, at King ’ s Bridge Station, Captain Gault sent the telegram that cancelled their tenancy of the house in England."," V Dublinu ve stanici King ' s Bridge poslal kapitán Gault telegram, jímž zrušil pronájem domku v Anglii."
"done","do","udělali","udělat","pf"," They stood, an island with their luggage, when he had done that."," Když to udělali, stáli se svými zavazadly jako ostrov."
"continued","continue","pokračoval","pokračovat","impf"," ‘ I knew her father when he was her age, ’ the old clergyman continued after a pause."," "" Znal jsem jejího otce, když mu bylo tolik, co teď jí, "" pokračoval starý duchovní po krátké odmlce."
"sounded","sound","zněl","znít","impf"," The vagueness in his voice sounded like defeat now, as if no matter how long they talked the conversation wouldn ’ t advance."," Jeho hlas zněl neurčitě, poraženecky, jako by se hovor nehnul z místa bez ohledu na to, jak dlouho mluvili."
"talked","talk","mluvili","mluvit","impf"," The vagueness in his voice sounded like defeat now, as if no matter how long they talked the conversation wouldn ’ t advance."," Jeho hlas zněl neurčitě, poraženecky, jako by se hovor nehnul z místa bez ohledu na to, jak dlouho mluvili."
"did","do","vzal","vzít","pf"," ‘ “ Everard Gault has married a beauty, ” Mrs Crosbie said, having seen Mrs Gault before I did myself."," "", Everard Gault si vzal krásku, ' prohlásila paní Crosbiová, která paní Gaultovou viděla dříve než já."
"said","say","prohlásila","prohlásit","pf"," ‘ “ Everard Gault has married a beauty, ” Mrs Crosbie said, having seen Mrs Gault before I did myself."," "", Everard Gault si vzal krásku, ' prohlásila paní Crosbiová, která paní Gaultovou viděla dříve než já."
"seen","see","viděla","vidět","impf"," ‘ “ Everard Gault has married a beauty, ” Mrs Crosbie said, having seen Mrs Gault before I did myself."," "", Everard Gault si vzal krásku, ' prohlásila paní Crosbiová, která paní Gaultovou viděla dříve než já."
"said","say","řekla","říci","pf"," “ Well, that makes up for it, ” Mrs Crosbie said – because Everard Gault ’ s family had been taken from him, we all knew that."," ' Nu, tím se mu to vynahradilo, ' řekla paní Crosbiová - protože Everard Gault přišel o celou rodinu, to jsme všichni věděli."
"talk","talk","mluvil","mluvit","impf"," That younger keeper was given to talk that was a bit on the fanciful side."," Mladší dozorce někdy mluvil trochu květnatě."
"cocked","cock","zvedly","zvednout","pf"," When they looked down, squirrels searched the unkempt grass, heads occasionally cocked, ears suddenly alert."," Když se zadívali dolů, veverky prohledávaly neudržovanou trávu, občas při tom zvedly hlavu a nastražily uši."
"make","make","neudělala","udělat","pf"," Once a fox had strolled about among them, too wise to make enemies of them."," Jednou mezi nimi prošla liška, ale byla dost chytrá na to, aby si z nich neudělala nepřátele."
"said","say","řekla","říci","pf"," She said so, and wondered if he understood."," Lucy to řekla a pak uvažovala, jestli to pochopil."
"wondered","wonder","uvažovala","uvažovat","impf"," She said so, and wondered if he understood."," Lucy to řekla a pak uvažovala, jestli to pochopil."
"understood","understand","pochopil","pochopit","pf"," She said so, and wondered if he understood."," Lucy to řekla a pak uvažovala, jestli to pochopil."
"found","find","nenacházel","nacházet","impf"," The sense of being alone, of being more than ever a survivor, filled the Captain then, and in the drab post-war capital, where victory seemed more like bad-tempered submission, he found little to cheer him."," V tu chvíli se víc než kdy jindy cítil jako osamělý pozůstalý a v šedivém hlavním městě, kde vítězství působilo jako mrzutá kapitulace, nenacházel prakticky nic, co by ho pozvedlo na duchu."
"came","come","přišel","přijít","pf"," Dr Carney came in to break that to me. ’"," Doktor Carney mi tu zprávu přišel říct. """
"rose","rise","zvedl","zvednout","pf"," He rose as he spoke, and made his way through the darkened house to the yard."," Při těch slovech se zvedl a ztemnělým domem vyšel na dvůr."
"rose","rise","vyšel","vyjít","pf"," He rose as he spoke, and made his way through the darkened house to the yard."," Při těch slovech se zvedl a ztemnělým domem vyšel na dvůr."
"spoken","speak","mluvili","mluvit","impf"," The child they ’ d spoken of was sitting on the step of an outhouse that over the years had become Henry ’ s own."," Dítě, o němž předtím mluvili, sedělo na schodu hospodářského stavení, kde se za ta léta Henry úplně zabydlel."
"sitting","sit","sedělo","sedět","impf"," The child they ’ d spoken of was sitting on the step of an outhouse that over the years had become Henry ’ s own."," Dítě, o němž předtím mluvili, sedělo na schodu hospodářského stavení, kde se za ta léta Henry úplně zabydlel."
"appeared","appear","objevil","objevit","pf"," They raised their heads when the solicitor appeared, their hackles stiffening."," Když se advokát objevil, zvedli hlavu a chlupy na hřbetě se jim naježily."
"raised","raise","zvedli","zvednout","pf"," They raised their heads when the solicitor appeared, their hackles stiffening."," Když se advokát objevil, zvedli hlavu a chlupy na hřbetě se jim naježily."
"moved","move","nepohnul","pohnout","pf"," One growled, but neither moved."," Jeden zavrčel, ale nikdo z nich se nepohnul."
"watch","watch","Sleduji","sledovat","impf"," I watch a tree trunk carried into place, planks lifted away when they are sawn."," Sleduji, jak se kmen sune na místo, pila ho nařeže na prkna a tak pak zvednou a odnesou."
"lifted","lift","zvednou","zvednout","pf"," I watch a tree trunk carried into place, planks lifted away when they are sawn."," Sleduji, jak se kmen sune na místo, pila ho nařeže na prkna a tak pak zvednou a odnesou."
