"explain","explain","nevysvětluje","vysvětlovat","impf"," It 's just a word, it does n't explain anything."," Je to jen slovo a nevysvětluje nic."
"hated","hate","nenáviděl","nenávidět","impf"," Joyless tubes, full of gristle, floating in a sea of something hot and sad, stuck with a plastic pin in the shape of a chef 's hat : a memorial, one feels, for some chef who hated the world, and died, forgotten and alone among his cats on a back stair in Stepney."," Neveselé trubice plné chrupavek plovoucí v moři čehosi horkého a smutného, zakončené plastikovou svorkou ve tvaru šéfkuchařské čepice : člověku to připadá jako pomník neznámého šéfkuchaře, který nenáviděl svět a zemřel zapomenutý a osamělý mezi svými kočkami na zadním schodišti ve Stepney."
"died","die","zemřel","zemřít","pf"," Joyless tubes, full of gristle, floating in a sea of something hot and sad, stuck with a plastic pin in the shape of a chef 's hat : a memorial, one feels, for some chef who hated the world, and died, forgotten and alone among his cats on a back stair in Stepney."," Neveselé trubice plné chrupavek plovoucí v moři čehosi horkého a smutného, zakončené plastikovou svorkou ve tvaru šéfkuchařské čepice : člověku to připadá jako pomník neznámého šéfkuchaře, který nenáviděl svět a zemřel zapomenutý a osamělý mezi svými kočkami na zadním schodišti ve Stepney."
"wish","wish","chtějí","chtít","impf"," The sausages are for the ones who know what their sins are and wish to atone for something specific."," Párky jsou pro ty, kdo dobře vědí, jaké jsou jejich hříchy, a chtějí pykat za něco specifického."
"tell","tell","říct","říci","pf"," "" Can you tell me? """," "" Můžeš mi to říct? """
"touched","touch","Dotkla","dotknout","pf"," She touched his hand, and then leant forward and kissed him briefly."," Dotkla se jeho ruky a pak se nahnula a zlehka ho políbila."
"kissed","kiss","políbila","políbit","pf"," She touched his hand, and then leant forward and kissed him briefly."," Dotkla se jeho ruky a pak se nahnula a zlehka ho políbila."
"saying","say","povídám","povídat","impf"," You probably thing I 'm saying that because I 'm going to say that I felt like that this afternoon or something, do n't you? """," Nejspíš si myslíš, že to povídám, abych mohla dodat, že takhle jsem si připadala dnes odpoledne nebo tak něco, viď? """
"say","say","povídám","povídat","impf"," You probably thing I 'm saying that because I 'm going to say that I felt like that this afternoon or something, do n't you? """," Nejspíš si myslíš, že to povídám, abych mohla dodat, že takhle jsem si připadala dnes odpoledne nebo tak něco, viď? """
"see","see","zažila","zažít","pf"," But you see, I 've felt that before, even stronger."," Ale víš, už jsem to zažila, dokonce v silnější podobě."
"call","call","nazval","nazvat","pf"," All along what one would normally call the outer wall, which was decorated in a tasteful interior-designed pink, were bookshelves, also a couple of those odd three-legged tables with semi-circular tops which stand in such a way as to suggest that someone just dropped the wall straight through them, and pictures which were clearly designed to soothe."," Podél toho, co by člověk normálně nazval vnější zdí, která byla vymalovaná vkusnou růžovou, hodící se do pokojů, stály knihovny a také pár oněch zvláštních třínohých půlkulatých stolků, které stávají takovým způsobem, jako by naznačovaly, že jimi někdo právě prohnal zeď, a visely tu obrazy, jejichž účelem zjevně bylo, aby působily uklidňujícím dojmem."
"matched","match","shodovaly","shodovat","impf"," Curiously, however, the questions on the piece of paper more or less exactly matched the questions that were going through the massive battle-scarred industrial quality circuits of the robot 's mind."," Prazvláštní shodou okolností se však otázky naškrábané na kusu papíru víceméně shodovaly s otázkami rotujícími v těžkými bitvami zjizvených průmyslových obvodech robotovy mysli."
"set","set","umístěny","umístit","pf"," The one odd thing about this door was its doorstep, which was nine feet high, since the door was set into the upper of the two floors and presumably had been originally used to haul in hay for hungry horses."," Jediné, co na nich bylo divné, byl práh, vysoký skoro tři metry, protože dveře byly umístěny ve vyšším ze dvou podlaží a patrně byly kdysi užívány ke skládání sena pro hladové koně."
"used","use","užívány","užívat","impf"," The one odd thing about this door was its doorstep, which was nine feet high, since the door was set into the upper of the two floors and presumably had been originally used to haul in hay for hungry horses."," Jediné, co na nich bylo divné, byl práh, vysoký skoro tři metry, protože dveře byly umístěny ve vyšším ze dvou podlaží a patrně byly kdysi užívány ke skládání sena pro hladové koně."
"holding","hold","držel","držet","impf"," An old pulley jutted out of the brickwork above the doorway and it was over this that the rope Arthur was holding was slung."," Z cihlové zdi nade dveřmi vyčuhovala stařičká kladka a přes ni bylo provlečeno lano, jehož konec teď Arthur držel."
"suspended","suspend","viselo","viset","impf"," The other end of the rope held a suspended ' cello."," Na druhém konci lana viselo violoncello."
"opened","open","otevřely","otevřít","pf"," The door opened above his head."," Dveře ve výšce se otevřely."
"surprised","surprise","Překvapilo","překvapit","pf"," He was surprised to find he could feel the sheep being startled by the sun that morning, and the morning before, and being startled by a clump of trees the day before that."," Překvapilo ho, když zjistil, že dokáže vycítit, jak ovci vyplašil východ slunce toho rána a předchozího rána a jak ji den předtím vyplašila skupinka stromů."
"startled","startle","Překvapilo","překvapit","pf"," He was surprised to find he could feel the sheep being startled by the sun that morning, and the morning before, and being startled by a clump of trees the day before that."," Překvapilo ho, když zjistil, že dokáže vycítit, jak ovci vyplašil východ slunce toho rána a předchozího rána a jak ji den předtím vyplašila skupinka stromů."
"startled","startle","Překvapilo","překvapit","pf"," He was surprised to find he could feel the sheep being startled by the sun that morning, and the morning before, and being startled by a clump of trees the day before that."," Překvapilo ho, když zjistil, že dokáže vycítit, jak ovci vyplašil východ slunce toho rána a předchozího rána a jak ji den předtím vyplašila skupinka stromů."
"find","find","zjistil","zjistit","pf"," He was surprised to find he could feel the sheep being startled by the sun that morning, and the morning before, and being startled by a clump of trees the day before that."," Překvapilo ho, když zjistil, že dokáže vycítit, jak ovci vyplašil východ slunce toho rána a předchozího rána a jak ji den předtím vyplašila skupinka stromů."
"feel","feel","vycítit","vycítit","pf"," He was surprised to find he could feel the sheep being startled by the sun that morning, and the morning before, and being startled by a clump of trees the day before that."," Překvapilo ho, když zjistil, že dokáže vycítit, jak ovci vyplašil východ slunce toho rána a předchozího rána a jak ji den předtím vyplašila skupinka stromů."
"go","go","jít","jít","impf"," He could go further and further back, but it got dull because all it consisted of was sheep being startled by things they 'd been startled by the day before."," Byl by mohl jít dál a dál nazpět v čase, ale začala to být nuda, protože vše, co nacházel, byly pocity ovcí vyplašených věcmi, které je vyplašily předchozího dne."
"go","go","začala","začít","pf"," He could go further and further back, but it got dull because all it consisted of was sheep being startled by things they 'd been startled by the day before."," Byl by mohl jít dál a dál nazpět v čase, ale začala to být nuda, protože vše, co nacházel, byly pocity ovcí vyplašených věcmi, které je vyplašily předchozího dne."
"left","leave","Přestal","přestat","pf"," He left the sheep and let his mind drift outwards sleepily in developing ripples."," Přestal se tedy zabývat ovcemi a nechal mysl volně a ospale plout prostorem v měkkých volných vlnách."
"left","leave","nechal","nechat","pf"," He left the sheep and let his mind drift outwards sleepily in developing ripples."," Přestal se tedy zabývat ovcemi a nechal mysl volně a ospale plout prostorem v měkkých volných vlnách."
"let","let","nechal","nechat","pf"," He left the sheep and let his mind drift outwards sleepily in developing ripples."," Přestal se tedy zabývat ovcemi a nechal mysl volně a ospale plout prostorem v měkkých volných vlnách."
"give","give","dával","dávat","impf"," A Renault drove by, and its driver made frantic and complex signals to the trudging figure to indicate that he would have been delighted to give the figure a lift, only he could n't this time because he was n't going in the direction that the figure wanted to go, whatever direction that might be, and he was sure the figure would understand."," Kolem projel Renault, jehož řidič zuřivě dával plahočícímu se nešťastníkovi složitá znamení, že za normálních okolností by ho s potěšením svezl, ale teď zrovna že nemůže, protože nejede směrem, kam chce stopař jet, ať už kterýmkoli, a že si je jist, že ho dotyčný pochopí."
"drove","drive","svezl","svézt","pf"," A Renault drove by, and its driver made frantic and complex signals to the trudging figure to indicate that he would have been delighted to give the figure a lift, only he could n't this time because he was n't going in the direction that the figure wanted to go, whatever direction that might be, and he was sure the figure would understand."," Kolem projel Renault, jehož řidič zuřivě dával plahočícímu se nešťastníkovi složitá znamení, že za normálních okolností by ho s potěšením svezl, ale teď zrovna že nemůže, protože nejede směrem, kam chce stopař jet, ať už kterýmkoli, a že si je jist, že ho dotyčný pochopí."
