"close","close","zavřít","zavřít","pf"," I have to close the hatch behind us. '"," Musím za námi zavřít příklop. """
"grow","grow","rostou","růst","impf"," You sit there like a baby in a slaughterhouse, and you let your beard grow ..."," Ty si tady sedíš, dítě na jatkách, vlasy ti rostou ..."
"do","do","berou","brát","impf"," I do n't know where they come from. '"," Nevím, kde se ve mně berou. """
"understand","understand","Nerozumím","rozumět","impf"," ' I do n't understand. '"," "" Nerozumím ... """
"listened","listen","naslouchal","naslouchat","impf"," I listened, but heard nothing."," Chvíli jsem stál a naslouchal - bylo ticho."
"heard","hear","naslouchal","naslouchat","impf"," I listened, but heard nothing."," Chvíli jsem stál a naslouchal - bylo ticho."
"whispered","whisper","zašeptala","zašeptat","pf"," ' Kris? ' she whispered."," "" Kris? ... "" zašeptala tichounce."
"remain","remain","zůstat","zůstat","pf"," There was nothing heroic in our decision to remain on the Station."," Napadlo mě, že na našem rozhodnutí zůstat není nic hrdinského."
"cease","cease","přestaneme","přestat","pf"," Soon, I told myself, we would cease to be ashamed, to keep ourselves apart."," Za nějakou dobu, pomyslil jsem si, se přestaneme před sebou stydět a jeden druhého se stranit."
"appear","appear","vzniknou","vzniknout","pf"," Due to these fluctuations in gravity, the orbit is either flattened or distended and the elements of life, if they appear, are inevitably destroyed, either by intense heat or an extreme drop in temperature."," Gravitační poruchy střídavě prodlužují a zkracují oběžnou dráhu planety a zárodky života, pokud vzniknou, jsou zničeny buď zářením a vedrem, anebo ledovým chladem."
"destroyed","destroy","zničeny","zničit","pf"," Due to these fluctuations in gravity, the orbit is either flattened or distended and the elements of life, if they appear, are inevitably destroyed, either by intense heat or an extreme drop in temperature."," Gravitační poruchy střídavě prodlužují a zkracují oběžnou dráhu planety a zárodky života, pokud vzniknou, jsou zničeny buď zářením a vedrem, anebo ledovým chladem."
"take","take","vyžaduje","vyžadovat","impf"," These changes take place at intervals estimated in millions of years - very short intervals, that is, according to the laws of astronomy and biology ( evolution takes hundreds of millions of years if not a billion )."," K těmto změnám dochází v periodách, dlouhých milióny let, čili z astronomického nebo biologického hlediska v periodách velmi krátkých, vždyť vývoj života vyžaduje několika set miliónů, ne - li celé miliardy let."
"takes","take","vyžaduje","vyžadovat","impf"," These changes take place at intervals estimated in millions of years - very short intervals, that is, according to the laws of astronomy and biology ( evolution takes hundreds of millions of years if not a billion )."," K těmto změnám dochází v periodách, dlouhých milióny let, čili z astronomického nebo biologického hlediska v periodách velmi krátkých, vždyť vývoj života vyžaduje několika set miliónů, ne - li celé miliardy let."
"give","give","podal","podat","pf"," I instructed the satellite to give me the figures for the galactic meridians it was traversing at twenty-two-second intervals while orbiting Solaris, and I specified an answer to five decimal points."," Požádal jsem ho, aby mi podal s přesností na pět desetinných míst, které poledníky na myšlené galaktické polokouli protíná na své dráze kolem Solaris ve dvaadvacetivteřinových intervalech."
"sat","sit","sedl","sednout","pf"," Then I sat and waited for the reply."," Pak jsem si sedl a čekal na odpověď."
"waited","wait","čekal","čekat","impf"," Then I sat and waited for the reply."," Pak jsem si sedl a čekal na odpověď."
"arrived","arrive","Přišla","přijít","pf"," Ten minutes later, it arrived."," Přišla za deset minut."
"DESCENDING","descend","Sestupuji","sestupovat","impf"," DESCENDING TO 600 FEET."," Sestupuji na 200."
"dreaded","dread","Bála","bát","impf"," She, who dreaded the least scratch, who hated pain or the sight of blood, had deliberately done this horrible thing, leaving nothing but a few scribbled words addressed to me."," Bála se přece i obyčejného poranění, nesnášela nikdy bolest ani pohled na krev - a najednou udělala tu strašnou věc a zanechala pouze pět slov na lístku, adresovaném mně."
"done","do","udělala","udělat","pf"," She, who dreaded the least scratch, who hated pain or the sight of blood, had deliberately done this horrible thing, leaving nothing but a few scribbled words addressed to me."," Bála se přece i obyčejného poranění, nesnášela nikdy bolest ani pohled na krev - a najednou udělala tu strašnou věc a zanechala pouze pět slov na lístku, adresovaném mně."
"leaving","leave","zanechala","zanechat","pf"," She, who dreaded the least scratch, who hated pain or the sight of blood, had deliberately done this horrible thing, leaving nothing but a few scribbled words addressed to me."," Bála se přece i obyčejného poranění, nesnášela nikdy bolest ani pohled na krev - a najednou udělala tu strašnou věc a zanechala pouze pět slov na lístku, adresovaném mně."
"wants","want","chce","chtít","impf"," Sartorius wants to send our waking selves - our conscious thoughts."," A tak mu Sartorius chce poslat naši skutečnost - myšlenky z bdělého stavu, rozumíš? """
"send","send","poslat","poslat","pf"," Sartorius wants to send our waking selves - our conscious thoughts."," A tak mu Sartorius chce poslat naši skutečnost - myšlenky z bdělého stavu, rozumíš? """
"Keep","keep","nech","nechat","pf"," ' Keep the jokes to yourself."," "" Vtipy si nech na jindy."
"closed","close","Zavřel","zavřít","pf"," I closed my eyes and tried to shake off the dream."," Zavřel jsem oči a začal jsem si to přát velmi intenzívně;"
"opened","open","otevřel","otevřít","pf"," When I opened them again, Rheya was still sitting opposite me."," když jsem je však opět otevřel, seděla tam stejně jako předtím."
"sitting","sit","seděla","sedět","impf"," When I opened them again, Rheya was still sitting opposite me."," když jsem je však opět otevřel, seděla tam stejně jako předtím."
"thought","think","Vzpomněl","vzpomenout","pf"," I thought of my recent speculations on the subject of dreams."," Vzpomněl jsem si na všechny své úvahy o snech večer před usnutím."
"seen","see","viděl","vidět","impf"," She had not changed since the day I had seen her for the last time;"," Vypadala přesně tak jako tehdy, když jsem ji naposled viděl živou;"
"measured","measure","měřil","měřit","impf"," It measured about three-quarters of a mile from end to end, and was a few hundred yards wide."," Od jednoho konce k druhému měřil sotva tři čtvrtě míle a široký byl snad jen několik set metrů;"
"looking","look","Díval","dívat","impf"," He went on looking at me without any change of expression."," Díval se na mne přimhouřenýma očima, bez mrknutí."
"try","try","snažit","snažit","impf"," ' I 'll try to get hold of myself. '"," "" Budu se snažit nebýt hysterický. """
"ask","ask","žádat","žádat","impf"," What do we ask them? '"," Co budeme žádat? """
"say","say","Řekla","říci","pf"," Did she say anything - before? '"," Řekla něco, než ... """
"opened","open","otevřelo","otevřít","pf"," One eye opened and shut again instantly."," Její oko se na zlomek vteřiny otevřelo a hned se zase zavřelo."
"shut","shut","zavřelo","zavřít","pf"," One eye opened and shut again instantly."," Její oko se na zlomek vteřiny otevřelo a hned se zase zavřelo."
"force","force","Přinutit","přinutit","pf"," They ca n't force me to cooperate."," Přinutit mě nemohou."
"feel","feel","cítil","cítit","impf"," Without turning round, I could feel Rheya 's eyes following me."," Nedíval jsem se na Harey, ale cítil jsem na sobě její pohled."
"conceal","conceal","neskrýval","skrývat","impf"," I made little effort to conceal my actions from Rheya."," Před Harey jsem své manipulování s pilulkami ani příliš neskrýval."
"Leave","leave","nech","nechat","pf"," ' Leave me alone, ' Rheya blurted."," "" Och, nech mě být."
"detached","detach","oddělilo","oddělit","pf"," Something detached itself with a snap from the cone of the capsule;"," Zároveň se s třeskem oddělilo něco od špičky kontejneru;"
"obtain","obtain","dostat","dostat","pf"," My reasoning went as follows : by making my calculations from the galactic charts, I would obtain an approximate cross-check with the results provided by the satellite."," Uvažoval jsem takto : z map oblohy bych měl dostat cifry, které se nebudou úplně přesně krýt s údaji ze sateloidu."
"moved","move","pohnulo","pohnout","pf"," Then I made a second bewildering discovery : this body, abandoned in a deep freeze, this apparent corpse, lived and moved."," A v tom okamžiku se stalo něco neuvěřitelného : to tělo vystavené dvacetistupňovému mrazu žilo a pohnulo se."
"take","take","uchopíme","uchopit","pf"," The woman had withdrawn her foot, like a sleeping dog when you try to take its paw."," Ucuklo nohou jako spící pes, když ho uchopíme za tlapu."
"promised","promise","Slíbils","slíbit","pf"," You promised me an answer. '"," Slíbils, tak řekni. """
"hear","hear","uslyšet","uslyšet","pf"," Whatever I may be ... my throat tightened, and I stared at Rheya shaking my head like an imbecile, as if forbidding myself to hear any more."," To "" ať jsem kdokoli "" mi tak sevřelo hrdlo, že jsem se nevzmohl na víc, než že jsem se na ni jen díval a přihlouple vrtěl hlavou, jako bych se bránil cokoli uslyšet."
"tell","tell","řekneš","říci","pf"," You only need to tell me that you are not allowed to say. '"," Stačí, když mi řekneš, že nemůžeš. """
"say","say","řekneš","říci","pf"," You only need to tell me that you are not allowed to say. '"," Stačí, když mi řekneš, že nemůžeš. """
"understand","understand","rozumím","rozumět","impf"," If I understand you, and I 'm afraid I do, what you have in mind is an evolving god, who develops in the course of time, grows, and keeps increasing in power while remaining aware of his powerlessness."," Jestli ti dobře rozumím, a bojím se, že ano, tak máš na mysli jakéhosi vyvíjejícího se boha, který prodělává evoluci v čase a roste, stoupá do stále vyšších pater až k povědomí své bezmocnosti?"
"keeps","keep","máš","mít","impf"," If I understand you, and I 'm afraid I do, what you have in mind is an evolving god, who develops in the course of time, grows, and keeps increasing in power while remaining aware of his powerlessness."," Jestli ti dobře rozumím, a bojím se, že ano, tak máš na mysli jakéhosi vyvíjejícího se boha, který prodělává evoluci v čase a roste, stoupá do stále vyšších pater až k povědomí své bezmocnosti?"
